"","TimePeriod","position","water_year","Node","Species","Life_Stage","Hydraulic","bottom_type","Suitability_Class","Type","TimePercentage"
"1554","critical","MC",2016,"LA20","Cladophora","Adult","Velocity","Soft","Partial","High",12.3287671232877
"1555","critical","ROB",2010,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",3.08254366936865
"1556","critical","ROB",2010,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",2.62587053316589
"1557","critical","ROB",2010,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",2.20344788217833
"1558","critical","ROB",2011,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",1.12704918032787
"1559","critical","ROB",2011,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",1.00182149362477
"1560","critical","ROB",2011,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",0.865209471766849
"1561","critical","ROB",2012,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",1.31278538812785
"1562","critical","ROB",2012,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",0.993150684931507
"1563","critical","ROB",2012,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",0.799086757990868
"1564","critical","ROB",2013,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",0.69634703196347
"1565","critical","ROB",2013,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",0.468036529680365
"1566","critical","ROB",2013,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",0.376712328767123
"1567","critical","ROB",2014,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",1.21004566210046
"1568","critical","ROB",2014,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",0.981735159817352
"1569","critical","ROB",2014,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",0.799086757990868
"1570","critical","ROB",2015,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",0.819672131147541
"1571","critical","ROB",2015,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",0.728597449908925
"1572","critical","ROB",2015,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",0.591985428051002
"1573","critical","ROB",2016,"LA20","Cladophora","Adult","Velocity","Soft","Low","Low",2.68264840182648
"1574","critical","ROB",2016,"LA20","Cladophora","Adult","Velocity","Soft","Low","Medium",2.32876712328767
"1575","critical","ROB",2016,"LA20","Cladophora","Adult","Velocity","Soft","Low","High",1.837899543379
"1576","critical","LOB",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.59835597670967
"1577","critical","LOB",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",1.59835597670967
"1578","critical","LOB",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",1.21018381093732
"1579","critical","LOB",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.660291438979964
"1580","critical","LOB",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.660291438979964
"1581","critical","LOB",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.648907103825137
"1582","critical","LOB",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.468036529680365
"1583","critical","LOB",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.468036529680365
"1584","critical","LOB",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.308219178082192
"1585","critical","LOB",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.308219178082192
"1586","critical","LOB",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.308219178082192
"1587","critical","LOB",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.251141552511416
"1588","critical","LOB",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.536529680365297
"1589","critical","LOB",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.536529680365297
"1590","critical","LOB",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.445205479452055
"1591","critical","LOB",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.432604735883424
"1592","critical","LOB",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.432604735883424
"1593","critical","LOB",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.37568306010929
"1594","critical","LOB",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.1986301369863
"1595","critical","LOB",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",1.1986301369863
"1596","critical","LOB",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",1.00456621004566
"1597","critical","MC",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",2.77428930243178
"1598","critical","MC",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",1.99794497088709
"1599","critical","MC",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",1.21018381093732
"1600","critical","MC",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.0132058287796
"1601","critical","MC",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.808287795992714
"1602","critical","MC",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.648907103825137
"1603","critical","MC",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.06164383561644
"1604","critical","MC",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.662100456621005
"1605","critical","MC",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.308219178082192
"1606","critical","MC",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.593607305936073
"1607","critical","MC",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.365296803652968
"1608","critical","MC",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.251141552511416
"1609","critical","MC",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.01598173515982
"1610","critical","MC",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.707762557077626
"1611","critical","MC",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.445205479452055
"1612","critical","MC",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.751366120218579
"1613","critical","MC",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.489526411657559
"1614","critical","MC",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.37568306010929
"1615","critical","MC",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",2.35159817351598
"1616","critical","MC",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",1.49543378995434
"1617","critical","MC",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",1.00456621004566
"1618","critical","ROB",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.71252426076036
"1619","critical","ROB",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",1.71252426076036
"1620","critical","ROB",2010,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",1.21018381093732
"1621","critical","ROB",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.694444444444444
"1622","critical","ROB",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.694444444444444
"1623","critical","ROB",2011,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.648907103825137
"1624","critical","ROB",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.525114155251142
"1625","critical","ROB",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.525114155251142
"1626","critical","ROB",2012,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.308219178082192
"1627","critical","ROB",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.342465753424658
"1628","critical","ROB",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.342465753424658
"1629","critical","ROB",2013,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.251141552511416
"1630","critical","ROB",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.559360730593607
"1631","critical","ROB",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.559360730593607
"1632","critical","ROB",2014,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.445205479452055
"1633","critical","ROB",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",0.466757741347905
"1634","critical","ROB",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",0.466757741347905
"1635","critical","ROB",2015,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",0.37568306010929
"1636","critical","ROB",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","Low",1.3013698630137
"1637","critical","ROB",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","Medium",1.3013698630137
"1638","critical","ROB",2016,"LA202","Cladophora","Adult","Velocity","Soft","Low","High",1.00456621004566
"1639","critical","LOB",2010,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",22.2513985614796
"1640","critical","LOB",2010,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",11.6908322867907
"1641","critical","LOB",2010,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",8.00319671195342
"1642","critical","LOB",2011,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",9.98406193078324
"1643","critical","LOB",2011,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",3.96174863387978
"1644","critical","LOB",2011,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",2.73224043715847
"1645","critical","LOB",2012,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",10.9474885844749
"1646","critical","LOB",2012,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",5.11415525114155
"1647","critical","LOB",2012,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",3.11643835616438
"1648","critical","LOB",2013,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",3.07077625570776
"1649","critical","LOB",2013,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",1.89497716894977
"1650","critical","LOB",2013,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",1.43835616438356
"1651","critical","LOB",2014,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",6.0958904109589
"1652","critical","LOB",2014,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",3.6986301369863
"1653","critical","LOB",2014,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",2.76255707762557
"1654","critical","LOB",2015,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",5.84016393442623
"1655","critical","LOB",2015,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",3.18761384335155
"1656","critical","LOB",2015,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",2.24271402550091
"1657","critical","LOB",2016,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",14.634703196347
"1658","critical","LOB",2016,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",7.47716894977169
"1659","critical","LOB",2016,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",5.59360730593607
"1660","critical","MC",2010,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1661","critical","MC",2010,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1662","critical","MC",2010,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1663","critical","MC",2011,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1664","critical","MC",2011,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1665","critical","MC",2011,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1666","critical","MC",2012,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1667","critical","MC",2012,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1668","critical","MC",2012,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1669","critical","MC",2013,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1670","critical","MC",2013,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1671","critical","MC",2013,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1672","critical","MC",2014,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1673","critical","MC",2014,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1674","critical","MC",2014,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1675","critical","MC",2015,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1676","critical","MC",2015,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1677","critical","MC",2015,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1678","critical","MC",2016,"LA3","Cladophora","Adult","Velocity","Soft","High","Low",100
"1679","critical","MC",2016,"LA3","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1680","critical","MC",2016,"LA3","Cladophora","Adult","Velocity","Soft","High","High",100
"1681","critical","ROB",2010,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",22.2513985614796
"1682","critical","ROB",2010,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",11.6908322867907
"1683","critical","ROB",2010,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",8.00319671195342
"1684","critical","ROB",2011,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",9.98406193078324
"1685","critical","ROB",2011,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",3.96174863387978
"1686","critical","ROB",2011,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",2.73224043715847
"1687","critical","ROB",2012,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",10.9474885844749
"1688","critical","ROB",2012,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",5.11415525114155
"1689","critical","ROB",2012,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",3.11643835616438
"1690","critical","ROB",2013,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",3.07077625570776
"1691","critical","ROB",2013,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",1.89497716894977
"1692","critical","ROB",2013,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",1.43835616438356
"1693","critical","ROB",2014,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",6.0958904109589
"1694","critical","ROB",2014,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",3.6986301369863
"1695","critical","ROB",2014,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",2.76255707762557
"1696","critical","ROB",2015,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",5.84016393442623
"1697","critical","ROB",2015,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",3.18761384335155
"1698","critical","ROB",2015,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",2.24271402550091
"1699","critical","ROB",2016,"LA3","Cladophora","Adult","Velocity","Soft","Low","Low",14.634703196347
"1700","critical","ROB",2016,"LA3","Cladophora","Adult","Velocity","Soft","Low","Medium",7.47716894977169
"1701","critical","ROB",2016,"LA3","Cladophora","Adult","Velocity","Soft","Low","High",5.59360730593607
"1702","critical","LOB",2010,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.9771663431899
"1703","critical","LOB",2010,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",71.5264299577577
"1704","critical","LOB",2010,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",14.1797008790958
"1705","critical","LOB",2011,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.6584699453552
"1706","critical","LOB",2011,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",43.7613843351548
"1707","critical","LOB",2011,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",3.48360655737705
"1708","critical","LOB",2012,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.8972602739726
"1709","critical","LOB",2012,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",53.9383561643836
"1710","critical","LOB",2012,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",5.22831050228311
"1711","critical","LOB",2013,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.486301369863
"1712","critical","LOB",2013,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",11.2100456621005
"1713","critical","LOB",2013,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",1.80365296803653
"1714","critical","LOB",2014,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.1780821917808
"1715","critical","LOB",2014,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",11.7465753424658
"1716","critical","LOB",2014,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",3.33333333333333
"1717","critical","LOB",2015,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",97.5295992714025
"1718","critical","LOB",2015,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",7.16074681238616
"1719","critical","LOB",2015,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",2.97131147540984
"1720","critical","LOB",2016,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.9543378995434
"1721","critical","LOB",2016,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",30.4109589041096
"1722","critical","LOB",2016,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",6.837899543379
"1723","critical","MC",2010,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1724","critical","MC",2010,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1725","critical","MC",2010,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1726","critical","MC",2011,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1727","critical","MC",2011,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1728","critical","MC",2011,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1729","critical","MC",2012,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1730","critical","MC",2012,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1731","critical","MC",2012,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1732","critical","MC",2013,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1733","critical","MC",2013,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1734","critical","MC",2013,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1735","critical","MC",2014,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1736","critical","MC",2014,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1737","critical","MC",2014,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1738","critical","MC",2015,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1739","critical","MC",2015,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1740","critical","MC",2015,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1741","critical","MC",2016,"LA8","Cladophora","Adult","Velocity","Soft","High","Low",100
"1742","critical","MC",2016,"LA8","Cladophora","Adult","Velocity","Soft","High","Medium",100
"1743","critical","MC",2016,"LA8","Cladophora","Adult","Velocity","Soft","High","High",100
"1744","critical","ROB",2010,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",100
"1745","critical","ROB",2010,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",70.1107432355292
"1746","critical","ROB",2010,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",14.1111999086654
"1747","critical","ROB",2011,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.9089253187614
"1748","critical","ROB",2011,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",41.3706739526412
"1749","critical","ROB",2011,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",3.4608378870674
"1750","critical","ROB",2012,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",100
"1751","critical","ROB",2012,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",52.203196347032
"1752","critical","ROB",2012,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",5.14840182648402
"1753","critical","ROB",2013,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.9657534246575
"1754","critical","ROB",2013,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",9.84018264840183
"1755","critical","ROB",2013,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",1.79223744292237
"1756","critical","ROB",2014,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.7831050228311
"1757","critical","ROB",2014,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",10.5821917808219
"1758","critical","ROB",2014,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",3.31050228310502
"1759","critical","ROB",2015,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",99.8520036429873
"1760","critical","ROB",2015,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",6.95582877959927
"1761","critical","ROB",2015,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",2.97131147540984
"1762","critical","ROB",2016,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Low",100
"1763","critical","ROB",2016,"LA8","Cladophora","Adult","Velocity","Soft","Partial","Medium",28.972602739726
"1764","critical","ROB",2016,"LA8","Cladophora","Adult","Velocity","Soft","Partial","High",6.76940639269406
"1765","Annual","LOB",2010,"11101250","SAS","Adult","Depth","Soft","Partial","Low",30.9966891197625
"1766","Annual","LOB",2010,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",14.1797008790958
"1767","Annual","LOB",2010,"11101250","SAS","Adult","Depth","Soft","Partial","High",8.93937664116908
"1768","Annual","LOB",2011,"11101250","SAS","Adult","Depth","Soft","Low","Low",8.1511839708561
"1769","Annual","LOB",2011,"11101250","SAS","Adult","Depth","Soft","Low","Medium",4.06420765027322
"1770","Annual","LOB",2011,"11101250","SAS","Adult","Depth","Soft","Low","High",2.9143897996357
"1771","Annual","LOB",2012,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.44977168949772
"1772","Annual","LOB",2012,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.399543378995434
"1773","Annual","LOB",2012,"11101250","SAS","Adult","Depth","Soft","Low","High",0.205479452054795
"1774","Annual","LOB",2013,"11101250","SAS","Adult","Depth","Soft","Low","Low",0.867579908675799
"1775","Annual","LOB",2013,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.205479452054795
"1776","Annual","LOB",2013,"11101250","SAS","Adult","Depth","Soft","Low","High",0.091324200913242
"1777","Annual","LOB",2014,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.43835616438356
"1778","Annual","LOB",2014,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.388127853881279
"1779","Annual","LOB",2014,"11101250","SAS","Adult","Depth","Soft","Low","High",0.194063926940639
"1780","Annual","LOB",2015,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.12704918032787
"1781","Annual","LOB",2015,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.284608378870674
"1782","Annual","LOB",2015,"11101250","SAS","Adult","Depth","Soft","Low","High",0.14799635701275
"1783","Annual","LOB",2016,"11101250","SAS","Adult","Depth","Soft","Low","Low",13.8698630136986
"1784","Annual","LOB",2016,"11101250","SAS","Adult","Depth","Soft","Low","Medium",10.7648401826484
"1785","Annual","LOB",2016,"11101250","SAS","Adult","Depth","Soft","Low","High",9.53196347031963
"1786","Annual","MC",2010,"11101250","SAS","Adult","Depth","Soft","Partial","Low",100
"1787","Annual","MC",2010,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",34.8327434638657
"1788","Annual","MC",2010,"11101250","SAS","Adult","Depth","Soft","Partial","High",27.3775545153556
"1789","Annual","MC",2011,"11101250","SAS","Adult","Depth","Soft","Partial","Low",100
"1790","Annual","MC",2011,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",63.0350637522769
"1791","Annual","MC",2011,"11101250","SAS","Adult","Depth","Soft","Partial","High",38.2513661202186
"1792","Annual","MC",2012,"11101250","SAS","Adult","Depth","Soft","Partial","Low",100
"1793","Annual","MC",2012,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",81.6095890410959
"1794","Annual","MC",2012,"11101250","SAS","Adult","Depth","Soft","Partial","High",33.310502283105
"1795","Annual","MC",2013,"11101250","SAS","Adult","Depth","Soft","Partial","Low",100
"1796","Annual","MC",2013,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",87.4657534246575
"1797","Annual","MC",2013,"11101250","SAS","Adult","Depth","Soft","Partial","High",59.0525114155251
"1798","Annual","MC",2014,"11101250","SAS","Adult","Depth","Soft","Partial","Low",97.6940639269406
"1799","Annual","MC",2014,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",83.5958904109589
"1800","Annual","MC",2014,"11101250","SAS","Adult","Depth","Soft","Partial","High",57.8538812785388
"1801","Annual","MC",2015,"11101250","SAS","Adult","Depth","Soft","Partial","Low",100
"1802","Annual","MC",2015,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",72.5409836065574
"1803","Annual","MC",2015,"11101250","SAS","Adult","Depth","Soft","Partial","High",31.5915300546448
"1804","Annual","MC",2016,"11101250","SAS","Adult","Depth","Soft","Partial","Low",100
"1805","Annual","MC",2016,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",59.3036529680365
"1806","Annual","MC",2016,"11101250","SAS","Adult","Depth","Soft","Partial","High",21.8036529680365
"1807","Annual","ROB",2010,"11101250","SAS","Adult","Depth","Soft","Partial","Low",34.3646534992579
"1808","Annual","ROB",2010,"11101250","SAS","Adult","Depth","Soft","Partial","Medium",20.9156296380865
"1809","Annual","ROB",2010,"11101250","SAS","Adult","Depth","Soft","Partial","High",13.3120219203105
"1810","Annual","ROB",2011,"11101250","SAS","Adult","Depth","Soft","Low","Low",9.31238615664845
"1811","Annual","ROB",2011,"11101250","SAS","Adult","Depth","Soft","Low","Medium",3.98451730418944
"1812","Annual","ROB",2011,"11101250","SAS","Adult","Depth","Soft","Low","High",2.97131147540984
"1813","Annual","ROB",2012,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.66666666666667
"1814","Annual","ROB",2012,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.490867579908676
"1815","Annual","ROB",2012,"11101250","SAS","Adult","Depth","Soft","Low","High",0.308219178082192
"1816","Annual","ROB",2013,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.03881278538813
"1817","Annual","ROB",2013,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.23972602739726
"1818","Annual","ROB",2013,"11101250","SAS","Adult","Depth","Soft","Low","High",0.148401826484018
"1819","Annual","ROB",2014,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.70091324200913
"1820","Annual","ROB",2014,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.593607305936073
"1821","Annual","ROB",2014,"11101250","SAS","Adult","Depth","Soft","Low","High",0.319634703196347
"1822","Annual","ROB",2015,"11101250","SAS","Adult","Depth","Soft","Low","Low",1.32058287795993
"1823","Annual","ROB",2015,"11101250","SAS","Adult","Depth","Soft","Low","Medium",0.37568306010929
"1824","Annual","ROB",2015,"11101250","SAS","Adult","Depth","Soft","Low","High",0.216302367941712
"1825","Annual","ROB",2016,"11101250","SAS","Adult","Depth","Soft","Low","Low",14.4634703196347
"1826","Annual","ROB",2016,"11101250","SAS","Adult","Depth","Soft","Low","Medium",11.2557077625571
"1827","Annual","ROB",2016,"11101250","SAS","Adult","Depth","Soft","Low","High",8.42465753424658
"1828","Annual","LOB",2010,"F300","SAS","Adult","Depth","Soft","Low","Low",12.6498458728165
"1829","Annual","LOB",2010,"F300","SAS","Adult","Depth","Soft","Low","Medium",2.45461810708985
"1830","Annual","LOB",2010,"F300","SAS","Adult","Depth","Soft","Low","High",1.37001940860829
