"","TimePeriod","position","Node","Species","Life_Stage","Hydraulic","bottom_type","Type","MaxPercentage","MeanPercentage"
"283","Annual","MC","F37BLow","SAS","Adult","Depth","Soft","Low",7.77486014385204,1.71730443966855
"284","Annual","MC","F37BLow","SAS","Adult","Depth","Soft","Medium",7.77486014385204,1.71730443966855
"285","Annual","MC","F37BLow","SAS","Adult","Depth","Soft","High",7.77486014385204,1.71730443966855
"286","Annual","ROB","F37BLow","SAS","Adult","Depth","Soft","Low",30.905354492522,9.79577643271184
"287","Annual","ROB","F37BLow","SAS","Adult","Depth","Soft","Medium",30.905354492522,9.79577643271184
"288","Annual","ROB","F37BLow","SAS","Adult","Depth","Soft","High",30.905354492522,9.79577643271184
"289","Annual","MC","F45B","SAS","Adult","Depth","Concrete","Low",4.21232876712329,0.925686502601494
"290","Annual","MC","F45B","SAS","Adult","Depth","Concrete","Medium",4.21232876712329,0.925686502601494
"291","Annual","MC","F45B","SAS","Adult","Depth","Concrete","High",4.21232876712329,0.925686502601494
"292","Annual","LOB","F57C","SAS","Adult","Depth","Soft","Low",100,97.490119266282
"293","Annual","LOB","F57C","SAS","Adult","Depth","Soft","Medium",100,97.490119266282
"294","Annual","LOB","F57C","SAS","Adult","Depth","Soft","High",100,97.490119266282
"295","Annual","MC","F57C","SAS","Adult","Depth","Soft","Low",100,70.2666878591943
"296","Annual","MC","F57C","SAS","Adult","Depth","Soft","Medium",100,70.2666878591943
"297","Annual","MC","F57C","SAS","Adult","Depth","Soft","High",100,70.2666878591943
"298","Annual","ROB","F57C","SAS","Adult","Depth","Soft","Low",4.68089964607832,1.25356016770723
"299","Annual","ROB","F57C","SAS","Adult","Depth","Soft","Medium",4.68089964607832,1.25356016770723
"300","Annual","ROB","F57C","SAS","Adult","Depth","Soft","High",4.68089964607832,1.25356016770723
"301","Annual","LOB","GLEN","SAS","Adult","Depth","Soft","Low",100,76.7112731833839
"302","Annual","LOB","GLEN","SAS","Adult","Depth","Soft","Medium",100,76.7112731833839
"303","Annual","LOB","GLEN","SAS","Adult","Depth","Soft","High",100,76.7112731833839
"304","Annual","MC","GLEN","SAS","Adult","Depth","Soft","Low",13.0037675533737,2.14527154353639
"305","Annual","MC","GLEN","SAS","Adult","Depth","Soft","Medium",13.0037675533737,2.14527154353639
"306","Annual","MC","GLEN","SAS","Adult","Depth","Soft","High",13.0037675533737,2.14527154353639
"307","Annual","ROB","GLEN","SAS","Adult","Depth","Soft","Low",100,35.0369494672486
"308","Annual","ROB","GLEN","SAS","Adult","Depth","Soft","Medium",100,35.0369494672486
"309","Annual","ROB","GLEN","SAS","Adult","Depth","Soft","High",100,35.0369494672486
"310","Annual","MC","LA1","SAS","Adult","Depth","Concrete","Low",100,96.5954699795519
"311","Annual","MC","LA1","SAS","Adult","Depth","Concrete","Medium",100,96.5954699795519
"312","Annual","MC","LA1","SAS","Adult","Depth","Concrete","High",100,96.5954699795519
"313","Annual","LOB","LA11","SAS","Adult","Depth","Soft","Low",14.5907067016783,2.61371565854335
"314","Annual","LOB","LA11","SAS","Adult","Depth","Soft","Medium",14.5907067016783,2.61371565854335
"315","Annual","LOB","LA11","SAS","Adult","Depth","Soft","High",14.5907067016783,2.61371565854335
"316","Annual","MC","LA11","SAS","Adult","Depth","Soft","Low",100,74.7434041019309
"317","Annual","MC","LA11","SAS","Adult","Depth","Soft","Medium",100,74.7434041019309
"318","Annual","MC","LA11","SAS","Adult","Depth","Soft","High",100,74.7434041019309
"319","Annual","ROB","LA11","SAS","Adult","Depth","Soft","Low",7.64927503139628,1.43071799991568
"320","Annual","ROB","LA11","SAS","Adult","Depth","Soft","Medium",7.64927503139628,1.43071799991568
"321","Annual","ROB","LA11","SAS","Adult","Depth","Soft","High",7.64927503139628,1.43071799991568
"322","Annual","MC","LA13","SAS","Adult","Depth","Concrete","Low",100,33.8513102476928
"323","Annual","MC","LA13","SAS","Adult","Depth","Concrete","Medium",100,33.8513102476928
"324","Annual","MC","LA13","SAS","Adult","Depth","Concrete","High",100,33.8513102476928
"325","Annual","LOB","LA14","SAS","Adult","Depth","Soft","Low",100,34.5565705530253
"326","Annual","LOB","LA14","SAS","Adult","Depth","Soft","Medium",100,34.5565705530253
"327","Annual","LOB","LA14","SAS","Adult","Depth","Soft","High",100,34.5565705530253
"328","Annual","MC","LA14","SAS","Adult","Depth","Soft","Low",6.45050804886403,1.30954251274887
"329","Annual","MC","LA14","SAS","Adult","Depth","Soft","Medium",6.45050804886403,1.30954251274887
"330","Annual","MC","LA14","SAS","Adult","Depth","Soft","High",6.45050804886403,1.30954251274887
"331","Annual","ROB","LA14","SAS","Adult","Depth","Soft","Low",100,66.8387622273456
"332","Annual","ROB","LA14","SAS","Adult","Depth","Soft","Medium",100,66.8387622273456
"333","Annual","ROB","LA14","SAS","Adult","Depth","Soft","High",100,66.8387622273456
"334","Annual","LOB","LA2","SAS","Adult","Depth","Soft","Low",3.72188606005252,0.917656211539713
"335","Annual","LOB","LA2","SAS","Adult","Depth","Soft","Medium",3.72188606005252,0.917656211539713
"336","Annual","LOB","LA2","SAS","Adult","Depth","Soft","High",3.72188606005252,0.917656211539713
"337","Annual","MC","LA2","SAS","Adult","Depth","Soft","Low",100,33.3333333333333
"338","Annual","MC","LA2","SAS","Adult","Depth","Soft","Medium",100,33.3333333333333
"339","Annual","MC","LA2","SAS","Adult","Depth","Soft","High",100,33.3333333333333
"340","Annual","ROB","LA2","SAS","Adult","Depth","Soft","Low",5.3544925219774,1.40881234202368
"341","Annual","ROB","LA2","SAS","Adult","Depth","Soft","Medium",5.3544925219774,1.40881234202368
"342","Annual","ROB","LA2","SAS","Adult","Depth","Soft","High",5.3544925219774,1.40881234202368
"343","Annual","LOB","LA20","SAS","Adult","Depth","Soft","Low",4.04155725539445,1.31112185614273
"344","Annual","LOB","LA20","SAS","Adult","Depth","Soft","Medium",4.04155725539445,1.31112185614273
"345","Annual","LOB","LA20","SAS","Adult","Depth","Soft","High",4.04155725539445,1.31112185614273
"346","Annual","MC","LA20","SAS","Adult","Depth","Soft","Low",95.3210382513661,31.0673246305987
"347","Annual","MC","LA20","SAS","Adult","Depth","Soft","Medium",95.3210382513661,31.0673246305987
"348","Annual","MC","LA20","SAS","Adult","Depth","Soft","High",95.3210382513661,31.0673246305987
"349","Annual","ROB","LA20","SAS","Adult","Depth","Soft","Low",4.00730677017924,1.30514204712276
"350","Annual","ROB","LA20","SAS","Adult","Depth","Soft","Medium",4.00730677017924,1.30514204712276
"351","Annual","ROB","LA20","SAS","Adult","Depth","Soft","High",4.00730677017924,1.30514204712276
"352","Annual","LOB","LA202","SAS","Adult","Depth","Soft","Low",1.59835597670967,0.369451109402281
"353","Annual","LOB","LA202","SAS","Adult","Depth","Soft","Medium",1.59835597670967,0.369451109402281
"354","Annual","LOB","LA202","SAS","Adult","Depth","Soft","High",1.59835597670967,0.369451109402281
"355","Annual","MC","LA202","SAS","Adult","Depth","Soft","Low",100,33.3333333333333
"356","Annual","MC","LA202","SAS","Adult","Depth","Soft","Medium",100,33.3333333333333
"357","Annual","MC","LA202","SAS","Adult","Depth","Soft","High",100,33.3333333333333
"358","Annual","ROB","LA202","SAS","Adult","Depth","Soft","Low",1.71252426076036,0.393909796515053
"359","Annual","ROB","LA202","SAS","Adult","Depth","Soft","Medium",1.71252426076036,0.393909796515053
"360","Annual","ROB","LA202","SAS","Adult","Depth","Soft","High",1.71252426076036,0.393909796515053
"361","Annual","LOB","LA3","SAS","Adult","Depth","Soft","Low",100,33.8993747987736
"362","Annual","LOB","LA3","SAS","Adult","Depth","Soft","Medium",100,33.8993747987736
"363","Annual","LOB","LA3","SAS","Adult","Depth","Soft","High",100,33.8993747987736
"364","Annual","MC","LA3","SAS","Adult","Depth","Soft","Low",100,98.6090894491621
"365","Annual","MC","LA3","SAS","Adult","Depth","Soft","Medium",100,98.6090894491621
"366","Annual","MC","LA3","SAS","Adult","Depth","Soft","High",100,98.6090894491621
"367","Annual","ROB","LA3","SAS","Adult","Depth","Soft","Low",100,33.8993747987736
"368","Annual","ROB","LA3","SAS","Adult","Depth","Soft","Medium",100,33.8993747987736
"369","Annual","ROB","LA3","SAS","Adult","Depth","Soft","High",100,33.8993747987736
"370","Annual","LOB","LA8","SAS","Adult","Depth","Soft","Low",100,34.7031966322434
"371","Annual","LOB","LA8","SAS","Adult","Depth","Soft","Medium",100,34.7031966322434
"372","Annual","LOB","LA8","SAS","Adult","Depth","Soft","High",100,34.7031966322434
"373","Annual","MC","LA8","SAS","Adult","Depth","Soft","Low",100,75.4088192517716
"374","Annual","MC","LA8","SAS","Adult","Depth","Soft","Medium",100,75.4088192517716
"375","Annual","MC","LA8","SAS","Adult","Depth","Soft","High",100,75.4088192517716
"376","Annual","ROB","LA8","SAS","Adult","Depth","Soft","Low",100,34.7031966322434
"377","Annual","ROB","LA8","SAS","Adult","Depth","Soft","Medium",100,34.7031966322434
"378","Annual","ROB","LA8","SAS","Adult","Depth","Soft","High",100,34.7031966322434
"379","critical","LOB","11101250","SAS","Juvenile","Depth","Soft","Low",8.26828751609171,5.17487683391182
"380","critical","LOB","11101250","SAS","Juvenile","Depth","Soft","Medium",8.26828751609171,5.17487683391182
"381","critical","LOB","11101250","SAS","Juvenile","Depth","Soft","High",8.26828751609171,5.17487683391182
"382","critical","MC","11101250","SAS","Juvenile","Depth","Soft","Low",99.6708328580507,44.553804705026
"383","critical","MC","11101250","SAS","Juvenile","Depth","Soft","Medium",99.6708328580507,44.553804705026
"384","critical","MC","11101250","SAS","Juvenile","Depth","Soft","High",99.6708328580507,44.553804705026
"385","critical","ROB","11101250","SAS","Juvenile","Depth","Soft","Low",9.12053709648508,5.79953395147229
"386","critical","ROB","11101250","SAS","Juvenile","Depth","Soft","Medium",9.12053709648508,5.79953395147229
"387","critical","ROB","11101250","SAS","Juvenile","Depth","Soft","High",9.12053709648508,5.79953395147229
"388","critical","LOB","F300","SAS","Juvenile","Depth","Soft","Low",5.72294555705835,2.5974872488471
"389","critical","LOB","F300","SAS","Juvenile","Depth","Soft","Medium",5.72294555705835,2.5974872488471
"390","critical","LOB","F300","SAS","Juvenile","Depth","Soft","High",5.72294555705835,2.5974872488471
"391","critical","MC","F300","SAS","Juvenile","Depth","Soft","Low",99.9413365489595,85.60138185018
"392","critical","MC","F300","SAS","Juvenile","Depth","Soft","Medium",99.9413365489595,85.60138185018
"393","critical","MC","F300","SAS","Juvenile","Depth","Soft","High",99.9413365489595,85.60138185018
"394","critical","ROB","F300","SAS","Juvenile","Depth","Soft","Low",5.72294555705835,2.5974872488471
"395","critical","ROB","F300","SAS","Juvenile","Depth","Soft","Medium",5.72294555705835,2.5974872488471
"396","critical","ROB","F300","SAS","Juvenile","Depth","Soft","High",5.72294555705835,2.5974872488471
"397","critical","MC","F319","SAS","Juvenile","Depth","Concrete","Low",100,97.0195707790832
"398","critical","MC","F319","SAS","Juvenile","Depth","Concrete","Medium",100,97.0195707790832
"399","critical","MC","F319","SAS","Juvenile","Depth","Concrete","High",100,97.0195707790832
"400","critical","MC","F34D","SAS","Juvenile","Depth","Concrete","Low",100,98.7691538883548
"401","critical","MC","F34D","SAS","Juvenile","Depth","Concrete","Medium",100,98.7691538883548
"402","critical","MC","F34D","SAS","Juvenile","Depth","Concrete","High",100,98.7691538883548
"403","critical","MC","F37BHigh","SAS","Juvenile","Depth","Soft","Low",11.5648475565043,4.67352159955676
"404","critical","MC","F37BHigh","SAS","Juvenile","Depth","Soft","Medium",11.5648475565043,4.67352159955676
"405","critical","MC","F37BHigh","SAS","Juvenile","Depth","Soft","High",11.5648475565043,4.67352159955676
"406","critical","LOB","F37BLow","SAS","Juvenile","Depth","Soft","Low",0.715368194632294,0.302551316940158
"407","critical","LOB","F37BLow","SAS","Juvenile","Depth","Soft","Medium",0.715368194632294,0.302551316940158
"408","critical","LOB","F37BLow","SAS","Juvenile","Depth","Soft","High",0.715368194632294,0.302551316940158
"409","critical","MC","F37BLow","SAS","Juvenile","Depth","Soft","Low",4.64256033372985,1.76424897203166
"410","critical","MC","F37BLow","SAS","Juvenile","Depth","Soft","Medium",4.64256033372985,1.76424897203166
"411","critical","MC","F37BLow","SAS","Juvenile","Depth","Soft","High",4.64256033372985,1.76424897203166
"412","critical","ROB","F37BLow","SAS","Juvenile","Depth","Soft","Low",21.1432854791663,10.6110232969946
"413","critical","ROB","F37BLow","SAS","Juvenile","Depth","Soft","Medium",21.1432854791663,10.6110232969946
"414","critical","ROB","F37BLow","SAS","Juvenile","Depth","Soft","High",21.1432854791663,10.6110232969946
"415","critical","MC","F45B","SAS","Juvenile","Depth","Concrete","Low",2.56326690240683,0.968490122269841
"416","critical","MC","F45B","SAS","Juvenile","Depth","Concrete","Medium",2.56326690240683,0.968490122269841
"417","critical","MC","F45B","SAS","Juvenile","Depth","Concrete","High",2.56326690240683,0.968490122269841
"418","critical","LOB","F57C","SAS","Juvenile","Depth","Soft","Low",100,94.8158891043503
"419","critical","LOB","F57C","SAS","Juvenile","Depth","Soft","Medium",100,94.8158891043503
"420","critical","LOB","F57C","SAS","Juvenile","Depth","Soft","High",100,94.8158891043503
"421","critical","MC","F57C","SAS","Juvenile","Depth","Soft","Low",100,91.1733233388195
"422","critical","MC","F57C","SAS","Juvenile","Depth","Soft","Medium",100,91.1733233388195
"423","critical","MC","F57C","SAS","Juvenile","Depth","Soft","High",100,91.1733233388195
"424","critical","ROB","F57C","SAS","Juvenile","Depth","Soft","Low",2.14773412420356,1.07169434169287
"425","critical","ROB","F57C","SAS","Juvenile","Depth","Soft","Medium",2.14773412420356,1.07169434169287
"426","critical","ROB","F57C","SAS","Juvenile","Depth","Soft","High",2.14773412420356,1.07169434169287
"427","critical","LOB","GLEN","SAS","Juvenile","Depth","Soft","Low",100,97.6643255604261
"428","critical","LOB","GLEN","SAS","Juvenile","Depth","Soft","Medium",100,97.6643255604261
"429","critical","LOB","GLEN","SAS","Juvenile","Depth","Soft","High",100,97.6643255604261
"430","critical","MC","GLEN","SAS","Juvenile","Depth","Soft","Low",4.59041504391611,2.17000450839485
"431","critical","MC","GLEN","SAS","Juvenile","Depth","Soft","Medium",4.59041504391611,2.17000450839485
"432","critical","MC","GLEN","SAS","Juvenile","Depth","Soft","High",4.59041504391611,2.17000450839485
"433","critical","ROB","GLEN","SAS","Juvenile","Depth","Soft","Low",100,35.6021966203334
"434","critical","ROB","GLEN","SAS","Juvenile","Depth","Soft","Medium",100,35.6021966203334
"435","critical","ROB","GLEN","SAS","Juvenile","Depth","Soft","High",100,35.6021966203334
"436","critical","MC","LA1","SAS","Juvenile","Depth","Concrete","Low",100,96.4389112498031
"437","critical","MC","LA1","SAS","Juvenile","Depth","Concrete","Medium",100,96.4389112498031
"438","critical","MC","LA1","SAS","Juvenile","Depth","Concrete","High",100,96.4389112498031
"439","critical","LOB","LA11","SAS","Juvenile","Depth","Soft","Low",5.25689702934802,2.65832342029647
"440","critical","LOB","LA11","SAS","Juvenile","Depth","Soft","Medium",5.25689702934802,2.65832342029647
"441","critical","LOB","LA11","SAS","Juvenile","Depth","Soft","High",5.25689702934802,2.65832342029647
"442","critical","MC","LA11","SAS","Juvenile","Depth","Soft","Low",100,93.4899864748155
"443","critical","MC","LA11","SAS","Juvenile","Depth","Soft","Medium",100,93.4899864748155
"444","critical","MC","LA11","SAS","Juvenile","Depth","Soft","High",100,93.4899864748155
"445","critical","ROB","LA11","SAS","Juvenile","Depth","Soft","Low",2.90872944742288,1.38130699996198
"446","critical","ROB","LA11","SAS","Juvenile","Depth","Soft","Medium",2.90872944742288,1.38130699996198
"447","critical","ROB","LA11","SAS","Juvenile","Depth","Soft","High",2.90872944742288,1.38130699996198
"448","critical","MC","LA13","SAS","Juvenile","Depth","Concrete","Low",99.700164583571,34.0248016034677
"449","critical","MC","LA13","SAS","Juvenile","Depth","Concrete","Medium",99.700164583571,34.0248016034677
"450","critical","MC","LA13","SAS","Juvenile","Depth","Concrete","High",99.700164583571,34.0248016034677
"451","critical","LOB","LA14","SAS","Juvenile","Depth","Soft","Low",99.9511137907996,34.6760745460372
"452","critical","LOB","LA14","SAS","Juvenile","Depth","Soft","Medium",99.9511137907996,34.6760745460372
"453","critical","LOB","LA14","SAS","Juvenile","Depth","Soft","High",99.9511137907996,34.6760745460372
"454","critical","MC","LA14","SAS","Juvenile","Depth","Soft","Low",2.62681897436733,1.27049825910777
"455","critical","MC","LA14","SAS","Juvenile","Depth","Soft","Medium",2.62681897436733,1.27049825910777
"456","critical","MC","LA14","SAS","Juvenile","Depth","Soft","High",2.62681897436733,1.27049825910777
"457","critical","ROB","LA14","SAS","Juvenile","Depth","Soft","Low",100,87.5867051238179
"458","critical","ROB","LA14","SAS","Juvenile","Depth","Soft","Medium",100,87.5867051238179
"459","critical","ROB","LA14","SAS","Juvenile","Depth","Soft","High",100,87.5867051238179
"460","critical","LOB","LA2","SAS","Juvenile","Depth","Soft","Low",1.81530790164095,0.903851690104889
"461","critical","LOB","LA2","SAS","Juvenile","Depth","Soft","Medium",1.81530790164095,0.903851690104889
"462","critical","LOB","LA2","SAS","Juvenile","Depth","Soft","High",1.81530790164095,0.903851690104889
"463","critical","MC","LA2","SAS","Juvenile","Depth","Soft","Low",100,33.3333333333333
"464","critical","MC","LA2","SAS","Juvenile","Depth","Soft","Medium",100,33.3333333333333
"465","critical","MC","LA2","SAS","Juvenile","Depth","Soft","High",100,33.3333333333333
"466","critical","ROB","LA2","SAS","Juvenile","Depth","Soft","Low",2.71481415092802,1.37424565863303
"467","critical","ROB","LA2","SAS","Juvenile","Depth","Soft","Medium",2.71481415092802,1.37424565863303
"468","critical","ROB","LA2","SAS","Juvenile","Depth","Soft","High",2.71481415092802,1.37424565863303
"469","critical","LOB","LA20","SAS","Juvenile","Depth","Soft","Low",2.17380676911043,1.24225289379199
"470","critical","LOB","LA20","SAS","Juvenile","Depth","Soft","Medium",2.17380676911043,1.24225289379199
"471","critical","LOB","LA20","SAS","Juvenile","Depth","Soft","High",2.17380676911043,1.24225289379199
"472","critical","MC","LA20","SAS","Juvenile","Depth","Soft","Low",77.6541137745042,36.2393468802451
"473","critical","MC","LA20","SAS","Juvenile","Depth","Soft","Medium",77.6541137745042,36.2393468802451
"474","critical","MC","LA20","SAS","Juvenile","Depth","Soft","High",77.6541137745042,36.2393468802451
"475","critical","ROB","LA20","SAS","Juvenile","Depth","Soft","Low",2.16565906757704,1.24388243409868
"476","critical","ROB","LA20","SAS","Juvenile","Depth","Soft","Medium",2.16565906757704,1.24388243409868
"477","critical","ROB","LA20","SAS","Juvenile","Depth","Soft","High",2.16565906757704,1.24388243409868
"478","critical","LOB","LA202","SAS","Juvenile","Depth","Soft","Low",0.743070379845845,0.353610246549448
"479","critical","LOB","LA202","SAS","Juvenile","Depth","Soft","Medium",0.743070379845845,0.353610246549448
"480","critical","LOB","LA202","SAS","Juvenile","Depth","Soft","High",0.743070379845845,0.353610246549448
"481","critical","MC","LA202","SAS","Juvenile","Depth","Soft","Low",100,33.3333333333333
"482","critical","MC","LA202","SAS","Juvenile","Depth","Soft","Medium",100,33.3333333333333
"483","critical","MC","LA202","SAS","Juvenile","Depth","Soft","High",100,33.3333333333333
"484","critical","ROB","LA202","SAS","Juvenile","Depth","Soft","Low",0.800104290579628,0.373707910331829
"485","critical","ROB","LA202","SAS","Juvenile","Depth","Soft","Medium",0.800104290579628,0.373707910331829
"486","critical","ROB","LA202","SAS","Juvenile","Depth","Soft","High",0.800104290579628,0.373707910331829
"487","critical","LOB","LA3","SAS","Juvenile","Depth","Soft","Low",98.7957697133639,34.0443560871478
"488","critical","LOB","LA3","SAS","Juvenile","Depth","Soft","Medium",98.7957697133639,34.0443560871478
"489","critical","LOB","LA3","SAS","Juvenile","Depth","Soft","High",98.7957697133639,34.0443560871478
"490","critical","MC","LA3","SAS","Juvenile","Depth","Soft","Low",100,97.8881157625434
"491","critical","MC","LA3","SAS","Juvenile","Depth","Soft","Medium",100,97.8881157625434
"492","critical","MC","LA3","SAS","Juvenile","Depth","Soft","High",100,97.8881157625434
"493","critical","ROB","LA3","SAS","Juvenile","Depth","Soft","Low",98.7957697133639,34.0443560871478
"494","critical","ROB","LA3","SAS","Juvenile","Depth","Soft","Medium",98.7957697133639,34.0443560871478
"495","critical","ROB","LA3","SAS","Juvenile","Depth","Soft","High",98.7957697133639,34.0443560871478
"496","critical","LOB","LA8","SAS","Juvenile","Depth","Soft","Low",100,35.2241432691838
"497","critical","LOB","LA8","SAS","Juvenile","Depth","Soft","Medium",100,35.2241432691838
"498","critical","LOB","LA8","SAS","Juvenile","Depth","Soft","High",100,35.2241432691838
"499","critical","MC","LA8","SAS","Juvenile","Depth","Soft","Low",100,97.8549817763076
"500","critical","MC","LA8","SAS","Juvenile","Depth","Soft","Medium",100,97.8549817763076
"501","critical","MC","LA8","SAS","Juvenile","Depth","Soft","High",100,97.8549817763076
"502","critical","ROB","LA8","SAS","Juvenile","Depth","Soft","Low",100,35.2241432691838
"503","critical","ROB","LA8","SAS","Juvenile","Depth","Soft","Medium",100,35.2241432691838
"504","critical","ROB","LA8","SAS","Juvenile","Depth","Soft","High",100,35.2241432691838
"505","Annual","LOB","11101250","SAS","Adult","Velocity","Soft","Low",2.02077862769723,0.270575161060139
"506","Annual","LOB","11101250","SAS","Adult","Velocity","Soft","Medium",2.02077862769723,0.270575161060139
"507","Annual","LOB","11101250","SAS","Adult","Velocity","Soft","High",2.02077862769723,0.270575161060139
"508","Annual","MC","11101250","SAS","Adult","Velocity","Soft","Low",30.4943486699395,3.24232417696999
"509","Annual","MC","11101250","SAS","Adult","Velocity","Soft","Medium",30.4943486699395,3.24232417696999
"510","Annual","MC","11101250","SAS","Adult","Velocity","Soft","High",30.4943486699395,3.24232417696999
"511","Annual","ROB","11101250","SAS","Adult","Velocity","Soft","Low",3.08254366936865,0.390644519657712
"512","Annual","ROB","11101250","SAS","Adult","Velocity","Soft","Medium",3.08254366936865,0.390644519657712
"513","Annual","ROB","11101250","SAS","Adult","Velocity","Soft","High",3.08254366936865,0.390644519657712
"514","Annual","LOB","F300","SAS","Adult","Velocity","Soft","Low",10.2739726027397,2.64267268307154
"515","Annual","LOB","F300","SAS","Adult","Velocity","Soft","Medium",10.2739726027397,2.64267268307154
"516","Annual","LOB","F300","SAS","Adult","Velocity","Soft","High",10.2739726027397,2.64267268307154
"517","Annual","MC","F300","SAS","Adult","Velocity","Soft","Low",97.4429223744292,28.7341414756164
"518","Annual","MC","F300","SAS","Adult","Velocity","Soft","Medium",97.4429223744292,28.7341414756164
"519","Annual","MC","F300","SAS","Adult","Velocity","Soft","High",97.4429223744292,28.7341414756164
"520","Annual","ROB","F300","SAS","Adult","Velocity","Soft","Low",10.2739726027397,2.64267268307154
"521","Annual","ROB","F300","SAS","Adult","Velocity","Soft","Medium",10.2739726027397,2.64267268307154
"522","Annual","ROB","F300","SAS","Adult","Velocity","Soft","High",10.2739726027397,2.64267268307154
"523","Annual","MC","F319","SAS","Adult","Velocity","Concrete","Low",99.1438356164384,93.9606621345402
"524","Annual","MC","F319","SAS","Adult","Velocity","Concrete","Medium",99.1438356164384,93.9606621345402
"525","Annual","MC","F319","SAS","Adult","Velocity","Concrete","High",99.1438356164384,93.9606621345402
"526","Annual","MC","F34D","SAS","Adult","Velocity","Concrete","Low",98.8698630136986,96.2612962005731
"527","Annual","MC","F34D","SAS","Adult","Velocity","Concrete","Medium",98.8698630136986,96.2612962005731
"528","Annual","MC","F34D","SAS","Adult","Velocity","Concrete","High",98.8698630136986,96.2612962005731
"529","Annual","MC","F37BHigh","SAS","Adult","Velocity","Soft","Low",6.90718118506679,1.87272533572738
"530","Annual","MC","F37BHigh","SAS","Adult","Velocity","Soft","Medium",6.90718118506679,1.87272533572738
"531","Annual","MC","F37BHigh","SAS","Adult","Velocity","Soft","High",6.90718118506679,1.87272533572738
"532","Annual","LOB","F37BLow","SAS","Adult","Velocity","Soft","Low",1.64402329032995,0.467246000483803
"533","Annual","LOB","F37BLow","SAS","Adult","Velocity","Soft","Medium",1.64402329032995,0.467246000483803
"534","Annual","LOB","F37BLow","SAS","Adult","Velocity","Soft","High",1.64402329032995,0.467246000483803
"535","Annual","MC","F37BLow","SAS","Adult","Velocity","Soft","Low",7.77486014385204,4.61462637829286
"536","Annual","MC","F37BLow","SAS","Adult","Velocity","Soft","Medium",7.77486014385204,4.61462637829286
"537","Annual","MC","F37BLow","SAS","Adult","Velocity","Soft","High",7.77486014385204,4.61462637829286
"538","Annual","ROB","F37BLow","SAS","Adult","Velocity","Soft","Low",10.4680365296804,4.21413748632665
"539","Annual","ROB","F37BLow","SAS","Adult","Velocity","Soft","Medium",10.4680365296804,4.21413748632665
"540","Annual","ROB","F37BLow","SAS","Adult","Velocity","Soft","High",10.4680365296804,4.21413748632665
"541","Annual","MC","F45B","SAS","Adult","Velocity","Concrete","Low",3.77959927140255,2.2559085689953
"542","Annual","MC","F45B","SAS","Adult","Velocity","Concrete","Medium",3.77959927140255,2.2559085689953
"543","Annual","MC","F45B","SAS","Adult","Velocity","Concrete","High",3.77959927140255,2.2559085689953
"544","Annual","LOB","F57C","SAS","Adult","Velocity","Soft","Low",0,0
"545","Annual","LOB","F57C","SAS","Adult","Velocity","Soft","Medium",0,0
"546","Annual","LOB","F57C","SAS","Adult","Velocity","Soft","High",0,0
"547","Annual","MC","F57C","SAS","Adult","Velocity","Soft","Low",99.6917808219178,45.1332789735339
"548","Annual","MC","F57C","SAS","Adult","Velocity","Soft","Medium",99.6917808219178,45.1332789735339
"549","Annual","MC","F57C","SAS","Adult","Velocity","Soft","High",99.6917808219178,45.1332789735339
"550","Annual","ROB","F57C","SAS","Adult","Velocity","Soft","Low",4.04155725539445,1.26164939291943
"551","Annual","ROB","F57C","SAS","Adult","Velocity","Soft","Medium",4.04155725539445,1.26164939291943
"552","Annual","ROB","F57C","SAS","Adult","Velocity","Soft","High",4.04155725539445,1.26164939291943
"553","Annual","LOB","GLEN","SAS","Adult","Velocity","Soft","Low",99.8744292237443,68.4683150403373
"554","Annual","LOB","GLEN","SAS","Adult","Velocity","Soft","Medium",99.8744292237443,68.4683150403373
"555","Annual","LOB","GLEN","SAS","Adult","Velocity","Soft","High",99.8744292237443,68.4683150403373
"556","Annual","MC","GLEN","SAS","Adult","Velocity","Soft","Low",12.9923507249686,2.34794517863363
"557","Annual","MC","GLEN","SAS","Adult","Velocity","Soft","Medium",12.9923507249686,2.34794517863363
"558","Annual","MC","GLEN","SAS","Adult","Velocity","Soft","High",12.9923507249686,2.34794517863363
"559","Annual","ROB","GLEN","SAS","Adult","Velocity","Soft","Low",99.7260273972603,46.2109890854988
"560","Annual","ROB","GLEN","SAS","Adult","Velocity","Soft","Medium",99.7260273972603,46.2109890854988
"561","Annual","ROB","GLEN","SAS","Adult","Velocity","Soft","High",99.7260273972603,46.2109890854988
"562","Annual","MC","LA1","SAS","Adult","Velocity","Concrete","Low",99.8287671232877,70.2354801256978
"563","Annual","MC","LA1","SAS","Adult","Velocity","Concrete","Medium",99.8287671232877,70.2354801256978
"564","Annual","MC","LA1","SAS","Adult","Velocity","Concrete","High",99.8287671232877,70.2354801256978
"565","Annual","LOB","LA11","SAS","Adult","Velocity","Soft","Low",13.1750199794497,3.67124819853673
"566","Annual","LOB","LA11","SAS","Adult","Velocity","Soft","Medium",13.1750199794497,3.67124819853673
"567","Annual","LOB","LA11","SAS","Adult","Velocity","Soft","High",13.1750199794497,3.67124819853673
"568","Annual","MC","LA11","SAS","Adult","Velocity","Soft","Low",99.851598173516,33.1622052708169
"569","Annual","MC","LA11","SAS","Adult","Velocity","Soft","Medium",99.851598173516,33.1622052708169
"570","Annual","MC","LA11","SAS","Adult","Velocity","Soft","High",99.851598173516,33.1622052708169
