"","X","Species","Life_Stage","Hydraulic","TimePeriod","position","Node","Overall_Class","pos_code"
"326",326,"Steelhead","Migration","Velocity","critical","ROB","F300","Low","F300_ROB"
"327",327,"Steelhead","Migration","Velocity","critical","ROB","F37BLow","Partial","F37BLow_ROB"
"328",328,"Steelhead","Migration","Velocity","critical","ROB","F57C","Low","F57C_ROB"
"329",329,"Steelhead","Migration","Velocity","critical","ROB","GLEN","High","GLEN_ROB"
"330",330,"Steelhead","Migration","Velocity","critical","ROB","LA11","Low","LA11_ROB"
"331",331,"Steelhead","Migration","Velocity","critical","ROB","LA14","High","LA14_ROB"
"332",332,"Steelhead","Migration","Velocity","critical","ROB","LA2","Low","LA2_ROB"
"333",333,"Steelhead","Migration","Velocity","critical","ROB","LA20","Low","LA20_ROB"
"334",334,"Steelhead","Migration","Velocity","critical","ROB","LA202","Low","LA202_ROB"
"335",335,"Steelhead","Migration","Velocity","critical","ROB","LA3","High","LA3_ROB"
"336",336,"Steelhead","Migration","Velocity","critical","ROB","LA8","High","LA8_ROB"
"337",337,"Steelhead","Migration_Prolonged","Depth","critical","LOB","11101250","Low","11101250_LOB"
"338",338,"Steelhead","Migration_Prolonged","Depth","critical","LOB","F300","Low","F300_LOB"
"339",339,"Steelhead","Migration_Prolonged","Depth","critical","LOB","F37BLow","Low","F37BLow_LOB"
"340",340,"Steelhead","Migration_Prolonged","Depth","critical","LOB","F57C","High","F57C_LOB"
"341",341,"Steelhead","Migration_Prolonged","Depth","critical","LOB","GLEN","High","GLEN_LOB"
"342",342,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA11","Low","LA11_LOB"
"343",343,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA14","Low","LA14_LOB"
"344",344,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA2","Low","LA2_LOB"
"345",345,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA20","Low","LA20_LOB"
"346",346,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA202","Low","LA202_LOB"
"347",347,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA3","Low","LA3_LOB"
"348",348,"Steelhead","Migration_Prolonged","Depth","critical","LOB","LA8","Low","LA8_LOB"
"349",349,"Steelhead","Migration_Prolonged","Depth","critical","MC","11101250","High","11101250_MC"
"350",350,"Steelhead","Migration_Prolonged","Depth","critical","MC","F300","High","F300_MC"
"351",351,"Steelhead","Migration_Prolonged","Depth","critical","MC","F319","High","F319_MC"
"352",352,"Steelhead","Migration_Prolonged","Depth","critical","MC","F34D","High","F34D_MC"
"353",353,"Steelhead","Migration_Prolonged","Depth","critical","MC","F37BHigh","Low","F37BHigh_MC"
"354",354,"Steelhead","Migration_Prolonged","Depth","critical","MC","F37BLow","Low","F37BLow_MC"
"355",355,"Steelhead","Migration_Prolonged","Depth","critical","MC","F45B","Low","F45B_MC"
"356",356,"Steelhead","Migration_Prolonged","Depth","critical","MC","F57C","High","F57C_MC"
"357",357,"Steelhead","Migration_Prolonged","Depth","critical","MC","GLEN","Low","GLEN_MC"
"358",358,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA1","High","LA1_MC"
"359",359,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA11","High","LA11_MC"
"360",360,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA13","Low","LA13_MC"
"361",361,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA14","Low","LA14_MC"
"362",362,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA2","High","LA2_MC"
"363",363,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA20","Low","LA20_MC"
"364",364,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA202","High","LA202_MC"
"365",365,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA3","High","LA3_MC"
"366",366,"Steelhead","Migration_Prolonged","Depth","critical","MC","LA8","High","LA8_MC"
"367",367,"Steelhead","Migration_Prolonged","Depth","critical","ROB","11101250","Low","11101250_ROB"
"368",368,"Steelhead","Migration_Prolonged","Depth","critical","ROB","F300","Low","F300_ROB"
"369",369,"Steelhead","Migration_Prolonged","Depth","critical","ROB","F37BLow","Low","F37BLow_ROB"
"370",370,"Steelhead","Migration_Prolonged","Depth","critical","ROB","F57C","Low","F57C_ROB"
"371",371,"Steelhead","Migration_Prolonged","Depth","critical","ROB","GLEN","Low","GLEN_ROB"
"372",372,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA11","Low","LA11_ROB"
"373",373,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA14","High","LA14_ROB"
"374",374,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA2","Low","LA2_ROB"
"375",375,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA20","Low","LA20_ROB"
"376",376,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA202","Low","LA202_ROB"
"377",377,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA3","Low","LA3_ROB"
"378",378,"Steelhead","Migration_Prolonged","Depth","critical","ROB","LA8","Low","LA8_ROB"
"379",379,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","11101250","Low","11101250_LOB"
"380",380,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","F300","Low","F300_LOB"
"381",381,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","F37BLow","Low","F37BLow_LOB"
"382",382,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","F57C","High","F57C_LOB"
"383",383,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","GLEN","High","GLEN_LOB"
"384",384,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA11","Low","LA11_LOB"
"385",385,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA14","High","LA14_LOB"
"386",386,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA2","Low","LA2_LOB"
"387",387,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA20","Low","LA20_LOB"
"388",388,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA202","Low","LA202_LOB"
"389",389,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA3","High","LA3_LOB"
"390",390,"Steelhead","Migration_Prolonged","Velocity","critical","LOB","LA8","High","LA8_LOB"
"391",391,"Steelhead","Migration_Prolonged","Velocity","critical","MC","11101250","High","11101250_MC"
"392",392,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F300","High","F300_MC"
"393",393,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F319","High","F319_MC"
"394",394,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F34D","High","F34D_MC"
"395",395,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F37BHigh","Low","F37BHigh_MC"
"396",396,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F37BLow","Low","F37BLow_MC"
"397",397,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F45B","Low","F45B_MC"
"398",398,"Steelhead","Migration_Prolonged","Velocity","critical","MC","F57C","High","F57C_MC"
"399",399,"Steelhead","Migration_Prolonged","Velocity","critical","MC","GLEN","Low","GLEN_MC"
"400",400,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA1","High","LA1_MC"
"401",401,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA11","High","LA11_MC"
"402",402,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA13","High","LA13_MC"
"403",403,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA14","Low","LA14_MC"
"404",404,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA2","High","LA2_MC"
"405",405,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA20","High","LA20_MC"
"406",406,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA202","High","LA202_MC"
"407",407,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA3","High","LA3_MC"
"408",408,"Steelhead","Migration_Prolonged","Velocity","critical","MC","LA8","High","LA8_MC"
"409",409,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","11101250","Low","11101250_ROB"
"410",410,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","F300","Low","F300_ROB"
"411",411,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","F37BLow","Partial","F37BLow_ROB"
"412",412,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","F57C","Low","F57C_ROB"
"413",413,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","GLEN","High","GLEN_ROB"
"414",414,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA11","Low","LA11_ROB"
"415",415,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA14","High","LA14_ROB"
"416",416,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA2","Low","LA2_ROB"
"417",417,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA20","Low","LA20_ROB"
"418",418,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA202","Low","LA202_ROB"
"419",419,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA3","High","LA3_ROB"
"420",420,"Steelhead","Migration_Prolonged","Velocity","critical","ROB","LA8","High","LA8_ROB"
"421",421,"Typha","Adult","Depth","Annual","LOB","11101250","Low","11101250_LOB"
"422",422,"Typha","Adult","Depth","Annual","LOB","F300","Low","F300_LOB"
"423",423,"Typha","Adult","Depth","Annual","LOB","F37BLow","Low","F37BLow_LOB"
"424",424,"Typha","Adult","Depth","Annual","LOB","F57C","High","F57C_LOB"
"425",425,"Typha","Adult","Depth","Annual","LOB","GLEN","Partial","GLEN_LOB"
"426",426,"Typha","Adult","Depth","Annual","LOB","LA11","Low","LA11_LOB"
"427",427,"Typha","Adult","Depth","Annual","LOB","LA14","Partial","LA14_LOB"
"428",428,"Typha","Adult","Depth","Annual","LOB","LA2","Low","LA2_LOB"
"429",429,"Typha","Adult","Depth","Annual","LOB","LA20","Low","LA20_LOB"
"430",430,"Typha","Adult","Depth","Annual","LOB","LA202","Low","LA202_LOB"
"431",431,"Typha","Adult","Depth","Annual","LOB","LA3","Partial","LA3_LOB"
"432",432,"Typha","Adult","Depth","Annual","LOB","LA8","Partial","LA8_LOB"
"433",433,"Typha","Adult","Depth","Annual","MC","11101250","High","11101250_MC"
"434",434,"Typha","Adult","Depth","Annual","MC","F300","High","F300_MC"
"435",435,"Typha","Adult","Depth","Annual","MC","F319","High","F319_MC"
"436",436,"Typha","Adult","Depth","Annual","MC","F34D","High","F34D_MC"
"437",437,"Typha","Adult","Depth","Annual","MC","F37BHigh","Low","F37BHigh_MC"
"438",438,"Typha","Adult","Depth","Annual","MC","F37BLow","Low","F37BLow_MC"
"439",439,"Typha","Adult","Depth","Annual","MC","F45B","Low","F45B_MC"
"440",440,"Typha","Adult","Depth","Annual","MC","F57C","Partial","F57C_MC"
"441",441,"Typha","Adult","Depth","Annual","MC","GLEN","Low","GLEN_MC"
"442",442,"Typha","Adult","Depth","Annual","MC","LA1","High","LA1_MC"
"443",443,"Typha","Adult","Depth","Annual","MC","LA11","Partial","LA11_MC"
"444",444,"Typha","Adult","Depth","Annual","MC","LA13","Partial","LA13_MC"
"445",445,"Typha","Adult","Depth","Annual","MC","LA14","Low","LA14_MC"
"446",446,"Typha","Adult","Depth","Annual","MC","LA2","Low","LA2_MC"
"447",447,"Typha","Adult","Depth","Annual","MC","LA20","Partial","LA20_MC"
"448",448,"Typha","Adult","Depth","Annual","MC","LA202","Low","LA202_MC"
"449",449,"Typha","Adult","Depth","Annual","MC","LA3","High","LA3_MC"
"450",450,"Typha","Adult","Depth","Annual","MC","LA8","Partial","LA8_MC"
"451",451,"Typha","Adult","Depth","Annual","ROB","11101250","Low","11101250_ROB"
"452",452,"Typha","Adult","Depth","Annual","ROB","F300","Low","F300_ROB"
"453",453,"Typha","Adult","Depth","Annual","ROB","F37BLow","Low","F37BLow_ROB"
"454",454,"Typha","Adult","Depth","Annual","ROB","F57C","Low","F57C_ROB"
"455",455,"Typha","Adult","Depth","Annual","ROB","GLEN","Partial","GLEN_ROB"
"456",456,"Typha","Adult","Depth","Annual","ROB","LA11","Low","LA11_ROB"
"457",457,"Typha","Adult","Depth","Annual","ROB","LA14","Partial","LA14_ROB"
"458",458,"Typha","Adult","Depth","Annual","ROB","LA2","Low","LA2_ROB"
"459",459,"Typha","Adult","Depth","Annual","ROB","LA20","Low","LA20_ROB"
"460",460,"Typha","Adult","Depth","Annual","ROB","LA202","Low","LA202_ROB"
"461",461,"Typha","Adult","Depth","Annual","ROB","LA3","Partial","LA3_ROB"
"462",462,"Typha","Adult","Depth","Annual","ROB","LA8","Partial","LA8_ROB"
"463",463,"Typha","Adult","Velocity","Annual","LOB","11101250","Low","11101250_LOB"
"464",464,"Typha","Adult","Velocity","Annual","LOB","F300","Low","F300_LOB"
"465",465,"Typha","Adult","Velocity","Annual","LOB","F37BLow","Low","F37BLow_LOB"
"466",466,"Typha","Adult","Velocity","Annual","LOB","F57C","Low","F57C_LOB"
"467",467,"Typha","Adult","Velocity","Annual","LOB","GLEN","Partial","GLEN_LOB"
"468",468,"Typha","Adult","Velocity","Annual","LOB","LA11","Low","LA11_LOB"
"469",469,"Typha","Adult","Velocity","Annual","LOB","LA14","Partial","LA14_LOB"
"470",470,"Typha","Adult","Velocity","Annual","LOB","LA2","Low","LA2_LOB"
"471",471,"Typha","Adult","Velocity","Annual","LOB","LA20","Low","LA20_LOB"
"472",472,"Typha","Adult","Velocity","Annual","LOB","LA202","Low","LA202_LOB"
"473",473,"Typha","Adult","Velocity","Annual","LOB","LA3","Partial","LA3_LOB"
"474",474,"Typha","Adult","Velocity","Annual","LOB","LA8","Partial","LA8_LOB"
"475",475,"Typha","Adult","Velocity","Annual","MC","11101250","High","11101250_MC"
"476",476,"Typha","Adult","Velocity","Annual","MC","F300","Partial","F300_MC"
"477",477,"Typha","Adult","Velocity","Annual","MC","F319","Partial","F319_MC"
"478",478,"Typha","Adult","Velocity","Annual","MC","F34D","Partial","F34D_MC"
"479",479,"Typha","Adult","Velocity","Annual","MC","F37BHigh","Low","F37BHigh_MC"
"480",480,"Typha","Adult","Velocity","Annual","MC","F37BLow","Low","F37BLow_MC"
"481",481,"Typha","Adult","Velocity","Annual","MC","F45B","Low","F45B_MC"
"482",482,"Typha","Adult","Velocity","Annual","MC","F57C","Partial","F57C_MC"
"483",483,"Typha","Adult","Velocity","Annual","MC","GLEN","Low","GLEN_MC"
"484",484,"Typha","Adult","Velocity","Annual","MC","LA1","Partial","LA1_MC"
"485",485,"Typha","Adult","Velocity","Annual","MC","LA11","Partial","LA11_MC"
"486",486,"Typha","Adult","Velocity","Annual","MC","LA13","Partial","LA13_MC"
"487",487,"Typha","Adult","Velocity","Annual","MC","LA14","Low","LA14_MC"
"488",488,"Typha","Adult","Velocity","Annual","MC","LA2","Partial","LA2_MC"
"489",489,"Typha","Adult","Velocity","Annual","MC","LA20","Partial","LA20_MC"
"490",490,"Typha","Adult","Velocity","Annual","MC","LA202","High","LA202_MC"
"491",491,"Typha","Adult","Velocity","Annual","MC","LA3","Low","LA3_MC"
"492",492,"Typha","Adult","Velocity","Annual","MC","LA8","Low","LA8_MC"
"493",493,"Typha","Adult","Velocity","Annual","ROB","11101250","Low","11101250_ROB"
"494",494,"Typha","Adult","Velocity","Annual","ROB","F300","Low","F300_ROB"
"495",495,"Typha","Adult","Velocity","Annual","ROB","F37BLow","Low","F37BLow_ROB"
"496",496,"Typha","Adult","Velocity","Annual","ROB","F57C","Low","F57C_ROB"
"497",497,"Typha","Adult","Velocity","Annual","ROB","GLEN","Partial","GLEN_ROB"
"498",498,"Typha","Adult","Velocity","Annual","ROB","LA11","Low","LA11_ROB"
"499",499,"Typha","Adult","Velocity","Annual","ROB","LA14","Partial","LA14_ROB"
"500",500,"Typha","Adult","Velocity","Annual","ROB","LA2","Low","LA2_ROB"
"501",501,"Typha","Adult","Velocity","Annual","ROB","LA20","Low","LA20_ROB"
"502",502,"Typha","Adult","Velocity","Annual","ROB","LA202","Low","LA202_ROB"
"503",503,"Typha","Adult","Velocity","Annual","ROB","LA3","Partial","LA3_ROB"
"504",504,"Typha","Adult","Velocity","Annual","ROB","LA8","Partial","LA8_ROB"
"505",505,"Willow","Adult","StreamPower","Annual","LOB","11101250","High","11101250_LOB"
"506",506,"Willow","Adult","StreamPower","Annual","LOB","F300","High","F300_LOB"
"507",507,"Willow","Adult","StreamPower","Annual","LOB","F37BLow","High","F37BLow_LOB"
"508",508,"Willow","Adult","StreamPower","Annual","LOB","F57C","High","F57C_LOB"
"509",509,"Willow","Adult","StreamPower","Annual","LOB","GLEN","High","GLEN_LOB"
"510",510,"Willow","Adult","StreamPower","Annual","LOB","LA11","High","LA11_LOB"
"511",511,"Willow","Adult","StreamPower","Annual","LOB","LA14","High","LA14_LOB"
"512",512,"Willow","Adult","StreamPower","Annual","LOB","LA2","High","LA2_LOB"
"513",513,"Willow","Adult","StreamPower","Annual","LOB","LA20","High","LA20_LOB"
"514",514,"Willow","Adult","StreamPower","Annual","LOB","LA202","High","LA202_LOB"
"515",515,"Willow","Adult","StreamPower","Annual","LOB","LA3","High","LA3_LOB"
"516",516,"Willow","Adult","StreamPower","Annual","LOB","LA8","High","LA8_LOB"
"517",517,"Willow","Adult","StreamPower","Annual","MC","11101250","High","11101250_MC"
"518",518,"Willow","Adult","StreamPower","Annual","MC","F300","High","F300_MC"
"519",519,"Willow","Adult","StreamPower","Annual","MC","F319","High","F319_MC"
"520",520,"Willow","Adult","StreamPower","Annual","MC","F34D","High","F34D_MC"
"521",521,"Willow","Adult","StreamPower","Annual","MC","F37BHigh","High","F37BHigh_MC"
"522",522,"Willow","Adult","StreamPower","Annual","MC","F37BLow","High","F37BLow_MC"
"523",523,"Willow","Adult","StreamPower","Annual","MC","F45B","High","F45B_MC"
"524",524,"Willow","Adult","StreamPower","Annual","MC","F57C","High","F57C_MC"
"525",525,"Willow","Adult","StreamPower","Annual","MC","GLEN","High","GLEN_MC"
"526",526,"Willow","Adult","StreamPower","Annual","MC","LA1","High","LA1_MC"
"527",527,"Willow","Adult","StreamPower","Annual","MC","LA11","High","LA11_MC"
"528",528,"Willow","Adult","StreamPower","Annual","MC","LA13","High","LA13_MC"
"529",529,"Willow","Adult","StreamPower","Annual","MC","LA14","High","LA14_MC"
"530",530,"Willow","Adult","StreamPower","Annual","MC","LA2","High","LA2_MC"
"531",531,"Willow","Adult","StreamPower","Annual","MC","LA20","High","LA20_MC"
"532",532,"Willow","Adult","StreamPower","Annual","MC","LA202","High","LA202_MC"
"533",533,"Willow","Adult","StreamPower","Annual","MC","LA3","High","LA3_MC"
"534",534,"Willow","Adult","StreamPower","Annual","MC","LA8","High","LA8_MC"
"535",535,"Willow","Adult","StreamPower","Annual","ROB","11101250","High","11101250_ROB"
"536",536,"Willow","Adult","StreamPower","Annual","ROB","F300","High","F300_ROB"
"537",537,"Willow","Adult","StreamPower","Annual","ROB","F37BLow","High","F37BLow_ROB"
"538",538,"Willow","Adult","StreamPower","Annual","ROB","F57C","High","F57C_ROB"
"539",539,"Willow","Adult","StreamPower","Annual","ROB","GLEN","High","GLEN_ROB"
"540",540,"Willow","Adult","StreamPower","Annual","ROB","LA11","High","LA11_ROB"
"541",541,"Willow","Adult","StreamPower","Annual","ROB","LA14","High","LA14_ROB"
"542",542,"Willow","Adult","StreamPower","Annual","ROB","LA2","High","LA2_ROB"
"543",543,"Willow","Adult","StreamPower","Annual","ROB","LA20","High","LA20_ROB"
"544",544,"Willow","Adult","StreamPower","Annual","ROB","LA202","High","LA202_ROB"
"545",545,"Willow","Adult","StreamPower","Annual","ROB","LA3","High","LA3_ROB"
"546",546,"Willow","Adult","StreamPower","Annual","ROB","LA8","High","LA8_ROB"
"547",547,"Willow","Seedling","Depth","critical","LOB","11101250","High","11101250_LOB"
"548",548,"Willow","Seedling","Depth","critical","LOB","F300","High","F300_LOB"
"549",549,"Willow","Seedling","Depth","critical","LOB","F37BLow","High","F37BLow_LOB"
"550",550,"Willow","Seedling","Depth","critical","LOB","F57C","Low","F57C_LOB"
"551",551,"Willow","Seedling","Depth","critical","LOB","GLEN","Partial","GLEN_LOB"
"552",552,"Willow","Seedling","Depth","critical","LOB","LA11","High","LA11_LOB"
"553",553,"Willow","Seedling","Depth","critical","LOB","LA14","High","LA14_LOB"
"554",554,"Willow","Seedling","Depth","critical","LOB","LA2","High","LA2_LOB"
"555",555,"Willow","Seedling","Depth","critical","LOB","LA20","High","LA20_LOB"
"556",556,"Willow","Seedling","Depth","critical","LOB","LA202","High","LA202_LOB"
"557",557,"Willow","Seedling","Depth","critical","LOB","LA3","High","LA3_LOB"
"558",558,"Willow","Seedling","Depth","critical","LOB","LA8","High","LA8_LOB"
"559",559,"Willow","Seedling","Depth","critical","MC","11101250","Low","11101250_MC"
"560",560,"Willow","Seedling","Depth","critical","MC","F300","Low","F300_MC"
"561",561,"Willow","Seedling","Depth","critical","MC","F319","Low","F319_MC"
"562",562,"Willow","Seedling","Depth","critical","MC","F34D","Partial","F34D_MC"
"563",563,"Willow","Seedling","Depth","critical","MC","F37BHigh","High","F37BHigh_MC"
"564",564,"Willow","Seedling","Depth","critical","MC","F37BLow","High","F37BLow_MC"
"565",565,"Willow","Seedling","Depth","critical","MC","F45B","High","F45B_MC"
"566",566,"Willow","Seedling","Depth","critical","MC","F57C","Partial","F57C_MC"
"567",567,"Willow","Seedling","Depth","critical","MC","GLEN","High","GLEN_MC"
"568",568,"Willow","Seedling","Depth","critical","MC","LA1","Partial","LA1_MC"
"569",569,"Willow","Seedling","Depth","critical","MC","LA11","Partial","LA11_MC"
"570",570,"Willow","Seedling","Depth","critical","MC","LA13","High","LA13_MC"
"571",571,"Willow","Seedling","Depth","critical","MC","LA14","High","LA14_MC"
"572",572,"Willow","Seedling","Depth","critical","MC","LA2","Low","LA2_MC"
"573",573,"Willow","Seedling","Depth","critical","MC","LA20","Partial","LA20_MC"
"574",574,"Willow","Seedling","Depth","critical","MC","LA202","Low","LA202_MC"
"575",575,"Willow","Seedling","Depth","critical","MC","LA3","Low","LA3_MC"
"576",576,"Willow","Seedling","Depth","critical","MC","LA8","Partial","LA8_MC"
"577",577,"Willow","Seedling","Depth","critical","ROB","11101250","High","11101250_ROB"
"578",578,"Willow","Seedling","Depth","critical","ROB","F300","High","F300_ROB"
"579",579,"Willow","Seedling","Depth","critical","ROB","F37BLow","High","F37BLow_ROB"
"580",580,"Willow","Seedling","Depth","critical","ROB","F57C","High","F57C_ROB"
"581",581,"Willow","Seedling","Depth","critical","ROB","GLEN","High","GLEN_ROB"
"582",582,"Willow","Seedling","Depth","critical","ROB","LA11","High","LA11_ROB"
"583",583,"Willow","Seedling","Depth","critical","ROB","LA14","Partial","LA14_ROB"
"584",584,"Willow","Seedling","Depth","critical","ROB","LA2","High","LA2_ROB"
"585",585,"Willow","Seedling","Depth","critical","ROB","LA20","High","LA20_ROB"
"586",586,"Willow","Seedling","Depth","critical","ROB","LA202","High","LA202_ROB"
"587",587,"Willow","Seedling","Depth","critical","ROB","LA3","High","LA3_ROB"
"588",588,"Willow","Seedling","Depth","critical","ROB","LA8","High","LA8_ROB"
"589",589,"Willow","Seedling","Shear","critical","LOB","11101250","High","11101250_LOB"
"590",590,"Willow","Seedling","Shear","critical","LOB","F300","High","F300_LOB"
"591",591,"Willow","Seedling","Shear","critical","LOB","F37BLow","Low","F37BLow_LOB"
"592",592,"Willow","Seedling","Shear","critical","LOB","F57C","Partial","F57C_LOB"
"593",593,"Willow","Seedling","Shear","critical","LOB","GLEN","Partial","GLEN_LOB"
"594",594,"Willow","Seedling","Shear","critical","LOB","LA11","High","LA11_LOB"
"595",595,"Willow","Seedling","Shear","critical","LOB","LA14","Partial","LA14_LOB"
"596",596,"Willow","Seedling","Shear","critical","LOB","LA2","High","LA2_LOB"
"597",597,"Willow","Seedling","Shear","critical","LOB","LA20","High","LA20_LOB"
"598",598,"Willow","Seedling","Shear","critical","LOB","LA202","High","LA202_LOB"
"599",599,"Willow","Seedling","Shear","critical","LOB","LA3","Low","LA3_LOB"
"600",600,"Willow","Seedling","Shear","critical","LOB","LA8","Low","LA8_LOB"
"601",601,"Willow","Seedling","Shear","critical","MC","11101250","High","11101250_MC"
"602",602,"Willow","Seedling","Shear","critical","MC","F300","Low","F300_MC"
"603",603,"Willow","Seedling","Shear","critical","MC","F319","Low","F319_MC"
"604",604,"Willow","Seedling","Shear","critical","MC","F34D","Low","F34D_MC"
"605",605,"Willow","Seedling","Shear","critical","MC","F37BHigh","High","F37BHigh_MC"
"606",606,"Willow","Seedling","Shear","critical","MC","F37BLow","Low","F37BLow_MC"
"607",607,"Willow","Seedling","Shear","critical","MC","F45B","High","F45B_MC"
"608",608,"Willow","Seedling","Shear","critical","MC","F57C","Partial","F57C_MC"
"609",609,"Willow","Seedling","Shear","critical","MC","GLEN","Partial","GLEN_MC"
"610",610,"Willow","Seedling","Shear","critical","MC","LA1","Low","LA1_MC"
"611",611,"Willow","Seedling","Shear","critical","MC","LA11","Partial","LA11_MC"
"612",612,"Willow","Seedling","Shear","critical","MC","LA13","Low","LA13_MC"
"613",613,"Willow","Seedling","Shear","critical","MC","LA14","High","LA14_MC"
"614",614,"Willow","Seedling","Shear","critical","MC","LA2","High","LA2_MC"
"615",615,"Willow","Seedling","Shear","critical","MC","LA20","Low","LA20_MC"
"616",616,"Willow","Seedling","Shear","critical","MC","LA202","Low","LA202_MC"
"617",617,"Willow","Seedling","Shear","critical","MC","LA3","Low","LA3_MC"
"618",618,"Willow","Seedling","Shear","critical","MC","LA8","Low","LA8_MC"
"619",619,"Willow","Seedling","Shear","critical","ROB","11101250","High","11101250_ROB"
"620",620,"Willow","Seedling","Shear","critical","ROB","F300","High","F300_ROB"
"621",621,"Willow","Seedling","Shear","critical","ROB","F37BLow","Low","F37BLow_ROB"
"622",622,"Willow","Seedling","Shear","critical","ROB","F57C","High","F57C_ROB"
"623",623,"Willow","Seedling","Shear","critical","ROB","GLEN","Partial","GLEN_ROB"
"624",624,"Willow","Seedling","Shear","critical","ROB","LA11","High","LA11_ROB"
"625",625,"Willow","Seedling","Shear","critical","ROB","LA14","Partial","LA14_ROB"
"626",626,"Willow","Seedling","Shear","critical","ROB","LA2","High","LA2_ROB"
"627",627,"Willow","Seedling","Shear","critical","ROB","LA20","High","LA20_ROB"
"628",628,"Willow","Seedling","Shear","critical","ROB","LA202","High","LA202_ROB"
"629",629,"Willow","Seedling","Shear","critical","ROB","LA3","Low","LA3_ROB"
"630",630,"Willow","Seedling","Shear","critical","ROB","LA8","High","LA8_ROB"
