"","Type","Species","Life_Stage","Hydraulic","Node","ProbabilityThreshold","Position","Limits","Unit","Q_Calculation","TimePeriod","bottom_type","MaxPercentage","MeanPercentage","LimitBound","Flag"
"1147","Q_limit","SAS","Adult","Depth","F37BLow","High","ROB",11.6,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",30.905354492522,9.79577643271184,"lower","N"
"1148","Q_limit","SAS","Adult","Depth","F37BLow","High","LOB",192.28,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",1.64402329032995,0.305314334076275,"Upper","N"
"1149","Q_limit","SAS","Adult","Depth","F37BLow","High","MC",159.94,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",7.77486014385204,1.71730443966855,"Upper","N"
"1150","Q_limit","SAS","Adult","Depth","F37BLow","High","ROB",122.72,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",30.905354492522,9.79577643271184,"Upper","N"
"1151","Q_limit","SAS","Adult","Velocity","F37BLow","Low","ROB",2.99,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",10.4680365296804,4.21413748632665,"lower","N"
"1152","Q_limit","SAS","Adult","Velocity","F37BLow","Low","ROB",310.93,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",10.4680365296804,4.21413748632665,"Upper","N"
"1153","Q_limit","SAS","Adult","Velocity","F37BLow","Medium","LOB",123.28,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",1.64402329032995,0.467246000483803,"lower","N"
"1154","Q_limit","SAS","Adult","Velocity","F37BLow","Medium","MC",7.8,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",7.77486014385204,4.61462637829286,"lower","N"
"1155","Q_limit","SAS","Adult","Velocity","F37BLow","Medium","ROB",13.53,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",10.4680365296804,4.21413748632665,"lower","N"
"1156","Q_limit","SAS","Adult","Velocity","F37BLow","Medium","LOB",1393.19,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",1.64402329032995,0.467246000483803,"Upper","N"
"1157","Q_limit","SAS","Adult","Velocity","F37BLow","Medium","MC",964.09,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",7.77486014385204,4.61462637829286,"Upper","N"
"1158","Q_limit","SAS","Adult","Velocity","F37BLow","Medium","ROB",1489.84,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",10.4680365296804,4.21413748632665,"Upper","N"
"1159","Q_limit","SAS","Adult","Velocity","F37BLow","High","MC",7.8,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",7.77486014385204,4.61462637829286,"lower","N"
"1160","Q_limit","SAS","Adult","Velocity","F37BLow","High","ROB",25.62,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",10.4680365296804,4.21413748632665,"lower","N"
"1161","Q_limit","SAS","Adult","Velocity","F37BLow","High","MC",1814.6,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",7.77486014385204,4.61462637829286,"Upper","N"
"1162","Q_limit","SAS","Adult","Velocity","F37BLow","High","ROB",2813.88,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",10.4680365296804,4.21413748632665,"Upper","N"
"1163","Q_limit","SAS","Juvenile","Depth","F37BLow","Low","LOB",123.41,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",0.715368194632294,0.302551316940158,"lower","N"
"1164","Q_limit","SAS","Juvenile","Depth","F37BLow","Low","MC",7.8,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.64256033372985,1.76424897203166,"lower","N"
"1165","Q_limit","SAS","Juvenile","Depth","F37BLow","Low","ROB",0.05,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",21.1432854791663,10.6110232969946,"lower","N"
"1166","Q_limit","SAS","Juvenile","Depth","F37BLow","Low","LOB",3369.26,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",0.715368194632294,0.302551316940158,"Upper","N"
"1167","Q_limit","SAS","Juvenile","Depth","F37BLow","Low","MC",3369.26,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.64256033372985,1.76424897203166,"Upper","N"
"1168","Q_limit","SAS","Juvenile","Depth","F37BLow","Low","ROB",3369.26,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",21.1432854791663,10.6110232969946,"Upper","N"
"1169","Q_limit","SAS","Juvenile","Depth","F37BLow","Medium","LOB",149.63,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",0.715368194632294,0.302551316940158,"lower","N"
"1170","Q_limit","SAS","Juvenile","Depth","F37BLow","Medium","MC",80.74,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.64256033372985,1.76424897203166,"lower","N"
"1171","Q_limit","SAS","Juvenile","Depth","F37BLow","Medium","ROB",2.96,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",21.1432854791663,10.6110232969946,"lower","N"
"1172","Q_limit","SAS","Juvenile","Depth","F37BLow","Medium","LOB",188.39,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",0.715368194632294,0.302551316940158,"Upper","N"
"1173","Q_limit","SAS","Juvenile","Depth","F37BLow","Medium","MC",154.58,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.64256033372985,1.76424897203166,"Upper","N"
"1174","Q_limit","SAS","Juvenile","Depth","F37BLow","Medium","ROB",113.63,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",21.1432854791663,10.6110232969946,"Upper","N"
"1175","Q_limit","SAS","Juvenile","Depth","F37BLow","High","LOB",157.8,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",0.715368194632294,0.302551316940158,"lower","N"
"1176","Q_limit","SAS","Juvenile","Depth","F37BLow","High","MC",103.15,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.64256033372985,1.76424897203166,"lower","N"
"1177","Q_limit","SAS","Juvenile","Depth","F37BLow","High","ROB",6.27,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",21.1432854791663,10.6110232969946,"lower","N"
"1178","Q_limit","SAS","Juvenile","Depth","F37BLow","High","LOB",182.44,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",0.715368194632294,0.302551316940158,"Upper","N"
"1179","Q_limit","SAS","Juvenile","Depth","F37BLow","High","MC",146.1,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.64256033372985,1.76424897203166,"Upper","N"
"1180","Q_limit","SAS","Juvenile","Depth","F37BLow","High","ROB",96.8,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",21.1432854791663,10.6110232969946,"Upper","N"
"1181","Q_limit","SAS","Adult","Depth","F45B","Low","MC",16.07,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",4.21232876712329,0.925686502601494,"lower","N"
"1182","Q_limit","SAS","Adult","Depth","F45B","Low","MC",27365.46,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",4.21232876712329,0.925686502601494,"Upper","N"
"1183","Q_limit","SAS","Adult","Depth","F45B","Medium","MC",378.14,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",4.21232876712329,0.925686502601494,"lower","N"
"1184","Q_limit","SAS","Adult","Depth","F45B","Medium","MC",999.9,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",4.21232876712329,0.925686502601494,"Upper","N"
"1185","Q_limit","SAS","Adult","Depth","F45B","High","MC",576.75,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",4.21232876712329,0.925686502601494,"lower","N"
"1186","Q_limit","SAS","Adult","Depth","F45B","High","MC",985.33,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",4.21232876712329,0.925686502601494,"Upper","N"
"1187","Q_limit","SAS","Adult","Velocity","F45B","Low","MC",15.95,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",3.77959927140255,2.2559085689953,"lower","N"
"1188","Q_limit","SAS","Adult","Velocity","F45B","Low","MC",1948.14,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",3.77959927140255,2.2559085689953,"Upper","N"
"1189","Q_limit","SAS","Adult","Velocity","F45B","Medium","MC",15.99,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",3.77959927140255,2.2559085689953,"lower","N"
"1190","Q_limit","SAS","Adult","Velocity","F45B","Medium","MC",1445.05,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",3.77959927140255,2.2559085689953,"Upper","N"
"1191","Q_limit","SAS","Adult","Velocity","F45B","High","MC",16.03,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",3.77959927140255,2.2559085689953,"lower","N"
"1192","Q_limit","SAS","Adult","Velocity","F45B","High","MC",1074.14,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",3.77959927140255,2.2559085689953,"Upper","N"
"1193","Q_limit","SAS","Juvenile","Depth","F45B","Low","MC",16.07,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",2.56326690240683,0.968490122269841,"lower","N"
"1194","Q_limit","SAS","Juvenile","Depth","F45B","Low","MC",27365.46,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",2.56326690240683,0.968490122269841,"Upper","N"
"1195","Q_limit","SAS","Juvenile","Depth","F45B","Medium","MC",288.63,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",2.56326690240683,0.968490122269841,"lower","N"
"1196","Q_limit","SAS","Juvenile","Depth","F45B","Medium","MC",998.26,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",2.56326690240683,0.968490122269841,"Upper","N"
"1197","Q_limit","SAS","Juvenile","Depth","F45B","High","MC",434.26,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",2.56326690240683,0.968490122269841,"lower","N"
"1198","Q_limit","SAS","Juvenile","Depth","F45B","High","MC",982.05,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",2.56326690240683,0.968490122269841,"Upper","N"
"1199","Q_limit","SAS","Adult","Depth","F57C","Low","LOB",26.23,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,97.490119266282,"lower","N"
"1200","Q_limit","SAS","Adult","Depth","F57C","Low","MC",26.23,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,70.2666878591943,"lower","N"
"1201","Q_limit","SAS","Adult","Depth","F57C","Low","ROB",641.78,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.68089964607832,1.25356016770723,"lower","N"
"1202","Q_limit","SAS","Adult","Depth","F57C","Low","LOB",41750.17,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,97.490119266282,"Upper","N"
"1203","Q_limit","SAS","Adult","Depth","F57C","Low","MC",41750.17,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,70.2666878591943,"Upper","N"
"1204","Q_limit","SAS","Adult","Depth","F57C","Low","ROB",41750.17,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.68089964607832,1.25356016770723,"Upper","N"
"1205","Q_limit","SAS","Adult","Depth","F57C","Medium","MC",65,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,70.2666878591943,"lower","N"
"1206","Q_limit","SAS","Adult","Depth","F57C","Medium","ROB",1000.06,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.68089964607832,1.25356016770723,"lower","N"
"1207","Q_limit","SAS","Adult","Depth","F57C","Medium","MC",658.38,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,70.2666878591943,"Upper","N"
"1208","Q_limit","SAS","Adult","Depth","F57C","Medium","ROB",2756.13,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.68089964607832,1.25356016770723,"Upper","N"
"1209","Q_limit","SAS","Adult","Depth","F57C","High","LOB",34.32,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,97.490119266282,"lower","N"
"1210","Q_limit","SAS","Adult","Depth","F57C","High","MC",114.4,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,70.2666878591943,"lower","N"
"1211","Q_limit","SAS","Adult","Depth","F57C","High","ROB",1000.67,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.68089964607832,1.25356016770723,"lower","N"
"1212","Q_limit","SAS","Adult","Depth","F57C","High","LOB",243.87,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,97.490119266282,"Upper","N"
"1213","Q_limit","SAS","Adult","Depth","F57C","High","MC",485.89,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,70.2666878591943,"Upper","N"
"1214","Q_limit","SAS","Adult","Depth","F57C","High","ROB",2215.05,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.68089964607832,1.25356016770723,"Upper","N"
"1215","Q_limit","SAS","Adult","Velocity","F57C","Low","ROB",688.67,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.04155725539445,1.26164939291943,"lower","N"
"1216","Q_limit","SAS","Adult","Velocity","F57C","Low","ROB",10330.36,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.04155725539445,1.26164939291943,"Upper","N"
"1217","Q_limit","SAS","Adult","Velocity","F57C","Medium","MC",103.56,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.6917808219178,45.1332789735339,"lower","N"
"1218","Q_limit","SAS","Adult","Velocity","F57C","Medium","ROB",1346.72,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.04155725539445,1.26164939291943,"lower","N"
"1219","Q_limit","SAS","Adult","Velocity","F57C","Medium","MC",1950.16,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.6917808219178,45.1332789735339,"Upper","N"
"1220","Q_limit","SAS","Adult","Velocity","F57C","Medium","ROB",8070.3,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.04155725539445,1.26164939291943,"Upper","N"
"1221","Q_limit","SAS","Adult","Velocity","F57C","High","MC",251.59,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.6917808219178,45.1332789735339,"lower","N"
"1222","Q_limit","SAS","Adult","Velocity","F57C","High","ROB",2096.75,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.04155725539445,1.26164939291943,"lower","N"
"1223","Q_limit","SAS","Adult","Velocity","F57C","High","MC",1417.64,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.6917808219178,45.1332789735339,"Upper","N"
"1224","Q_limit","SAS","Adult","Velocity","F57C","High","ROB",6383.56,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",4.04155725539445,1.26164939291943,"Upper","N"
"1225","Q_limit","SAS","Juvenile","Depth","F57C","Low","LOB",26.23,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,94.8158891043503,"lower","N"
"1226","Q_limit","SAS","Juvenile","Depth","F57C","Low","MC",26.23,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,91.1733233388195,"lower","N"
"1227","Q_limit","SAS","Juvenile","Depth","F57C","Low","ROB",641.78,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",2.14773412420356,1.07169434169287,"lower","N"
"1228","Q_limit","SAS","Juvenile","Depth","F57C","Low","LOB",41750.17,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,94.8158891043503,"Upper","N"
"1229","Q_limit","SAS","Juvenile","Depth","F57C","Low","MC",41750.17,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,91.1733233388195,"Upper","N"
"1230","Q_limit","SAS","Juvenile","Depth","F57C","Low","ROB",41750.17,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",2.14773412420356,1.07169434169287,"Upper","N"
"1231","Q_limit","SAS","Juvenile","Depth","F57C","Medium","MC",46.4,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,91.1733233388195,"lower","N"
"1232","Q_limit","SAS","Juvenile","Depth","F57C","Medium","ROB",999.89,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",2.14773412420356,1.07169434169287,"lower","N"
"1233","Q_limit","SAS","Juvenile","Depth","F57C","Medium","MC",404.65,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,91.1733233388195,"Upper","N"
"1234","Q_limit","SAS","Juvenile","Depth","F57C","Medium","ROB",1926.01,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",2.14773412420356,1.07169434169287,"Upper","N"
"1235","Q_limit","SAS","Juvenile","Depth","F57C","High","MC",77.9,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,91.1733233388195,"lower","N"
"1236","Q_limit","SAS","Juvenile","Depth","F57C","High","ROB",1000.55,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",2.14773412420356,1.07169434169287,"lower","N"
"1237","Q_limit","SAS","Juvenile","Depth","F57C","High","MC",302.8,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,91.1733233388195,"Upper","N"
"1238","Q_limit","SAS","Juvenile","Depth","F57C","High","ROB",1519.45,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",2.14773412420356,1.07169434169287,"Upper","N"
"1239","Q_limit","SAS","Adult","Depth","GLEN","Low","LOB",22.98,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,76.7112731833839,"lower","N"
"1240","Q_limit","SAS","Adult","Depth","GLEN","Low","MC",197.82,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",13.0037675533737,2.14527154353639,"lower","N"
"1241","Q_limit","SAS","Adult","Depth","GLEN","Low","ROB",22.98,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,35.0369494672486,"lower","N"
"1242","Q_limit","SAS","Adult","Depth","GLEN","Low","LOB",40590.86,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,76.7112731833839,"Upper","N"
"1243","Q_limit","SAS","Adult","Depth","GLEN","Low","MC",40590.86,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",13.0037675533737,2.14527154353639,"Upper","N"
"1244","Q_limit","SAS","Adult","Depth","GLEN","Low","ROB",40590.86,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,35.0369494672486,"Upper","N"
"1245","Q_limit","SAS","Adult","Depth","GLEN","Medium","LOB",23.48,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,76.7112731833839,"lower","N"
"1246","Q_limit","SAS","Adult","Depth","GLEN","Medium","MC",524.63,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",13.0037675533737,2.14527154353639,"lower","N"
"1247","Q_limit","SAS","Adult","Depth","GLEN","Medium","ROB",176.26,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,35.0369494672486,"lower","N"
"1248","Q_limit","SAS","Adult","Depth","GLEN","Medium","LOB",516.61,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,76.7112731833839,"Upper","N"
"1249","Q_limit","SAS","Adult","Depth","GLEN","Medium","MC",1389.26,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",13.0037675533737,2.14527154353639,"Upper","N"
"1250","Q_limit","SAS","Adult","Depth","GLEN","Medium","ROB",832.07,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,35.0369494672486,"Upper","N"
"1251","Q_limit","SAS","Adult","Depth","GLEN","High","LOB",99.67,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,76.7112731833839,"lower","N"
"1252","Q_limit","SAS","Adult","Depth","GLEN","High","MC",649.81,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",13.0037675533737,2.14527154353639,"lower","N"
"1253","Q_limit","SAS","Adult","Depth","GLEN","High","ROB",287.06,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,35.0369494672486,"lower","N"
"1254","Q_limit","SAS","Adult","Depth","GLEN","High","LOB",405.37,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,76.7112731833839,"Upper","N"
"1255","Q_limit","SAS","Adult","Depth","GLEN","High","MC",1205.63,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",13.0037675533737,2.14527154353639,"Upper","N"
"1256","Q_limit","SAS","Adult","Depth","GLEN","High","ROB",690.08,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,35.0369494672486,"Upper","N"
"1257","Q_limit","SAS","Adult","Velocity","GLEN","Low","MC",197.6,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",12.9923507249686,2.34794517863363,"lower","N"
"1258","Q_limit","SAS","Adult","Velocity","GLEN","Low","MC",475.03,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",12.9923507249686,2.34794517863363,"Upper","N"
"1259","Q_limit","SAS","Adult","Velocity","GLEN","Medium","LOB",34.11,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.8744292237443,68.4683150403373,"lower","N"
"1260","Q_limit","SAS","Adult","Velocity","GLEN","Medium","MC",197.72,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",12.9923507249686,2.34794517863363,"lower","N"
"1261","Q_limit","SAS","Adult","Velocity","GLEN","Medium","ROB",98.38,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.7260273972603,46.2109890854988,"lower","N"
"1262","Q_limit","SAS","Adult","Velocity","GLEN","Medium","LOB",3082.13,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.8744292237443,68.4683150403373,"Upper","N"
"1263","Q_limit","SAS","Adult","Velocity","GLEN","Medium","MC",37204.02,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",12.9923507249686,2.34794517863363,"Upper","N"
"1264","Q_limit","SAS","Adult","Velocity","GLEN","Medium","ROB",1958.4,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.7260273972603,46.2109890854988,"Upper","N"
"1265","Q_limit","SAS","Adult","Velocity","GLEN","High","LOB",149.19,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.8744292237443,68.4683150403373,"lower","N"
"1266","Q_limit","SAS","Adult","Velocity","GLEN","High","MC",3771.26,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",12.9923507249686,2.34794517863363,"lower","N"
"1267","Q_limit","SAS","Adult","Velocity","GLEN","High","ROB",241.01,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.7260273972603,46.2109890854988,"lower","N"
"1268","Q_limit","SAS","Adult","Velocity","GLEN","High","LOB",2000.29,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.8744292237443,68.4683150403373,"Upper","N"
"1269","Q_limit","SAS","Adult","Velocity","GLEN","High","MC",24509.52,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",12.9923507249686,2.34794517863363,"Upper","N"
"1270","Q_limit","SAS","Adult","Velocity","GLEN","High","ROB",1407.15,"m","Q >= limit[1] & Q <= limit[2]","Annual","Soft",99.7260273972603,46.2109890854988,"Upper","N"
"1271","Q_limit","SAS","Juvenile","Depth","GLEN","Low","LOB",22.98,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,97.6643255604261,"lower","N"
"1272","Q_limit","SAS","Juvenile","Depth","GLEN","Low","MC",197.82,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.59041504391611,2.17000450839485,"lower","N"
"1273","Q_limit","SAS","Juvenile","Depth","GLEN","Low","ROB",22.98,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,35.6021966203334,"lower","N"
"1274","Q_limit","SAS","Juvenile","Depth","GLEN","Low","LOB",40590.86,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,97.6643255604261,"Upper","N"
"1275","Q_limit","SAS","Juvenile","Depth","GLEN","Low","MC",40590.86,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.59041504391611,2.17000450839485,"Upper","N"
"1276","Q_limit","SAS","Juvenile","Depth","GLEN","Low","ROB",40590.86,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,35.6021966203334,"Upper","N"
"1277","Q_limit","SAS","Juvenile","Depth","GLEN","Medium","MC",465.4,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.59041504391611,2.17000450839485,"lower","N"
"1278","Q_limit","SAS","Juvenile","Depth","GLEN","Medium","ROB",155.06,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,35.6021966203334,"lower","N"
"1279","Q_limit","SAS","Juvenile","Depth","GLEN","Medium","MC",1109.08,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.59041504391611,2.17000450839485,"Upper","N"
"1280","Q_limit","SAS","Juvenile","Depth","GLEN","Medium","ROB",616.8,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,35.6021966203334,"Upper","N"
"1281","Q_limit","SAS","Juvenile","Depth","GLEN","High","LOB",35.09,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,97.6643255604261,"lower","N"
"1282","Q_limit","SAS","Juvenile","Depth","GLEN","High","MC",560.85,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.59041504391611,2.17000450839485,"lower","N"
"1283","Q_limit","SAS","Juvenile","Depth","GLEN","High","ROB",186.81,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,35.6021966203334,"lower","N"
"1284","Q_limit","SAS","Juvenile","Depth","GLEN","High","LOB",274.47,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,97.6643255604261,"Upper","N"
"1285","Q_limit","SAS","Juvenile","Depth","GLEN","High","MC",974.57,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",4.59041504391611,2.17000450839485,"Upper","N"
"1286","Q_limit","SAS","Juvenile","Depth","GLEN","High","ROB",516.63,"cm","Q >= limit[1] & Q <= limit[2]","critical","Soft",100,35.6021966203334,"Upper","N"
"1287","Q_limit","SAS","Adult","Depth","LA1","Low","MC",62.58,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",100,96.5954699795519,"lower","N"
"1288","Q_limit","SAS","Adult","Depth","LA1","Low","MC",53690.66,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",100,96.5954699795519,"Upper","N"
"1289","Q_limit","SAS","Adult","Depth","LA1","High","MC",99.7,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",100,96.5954699795519,"lower","N"
"1290","Q_limit","SAS","Adult","Depth","LA1","High","MC",580.51,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",100,96.5954699795519,"Upper","N"
"1291","Q_limit","SAS","Adult","Velocity","LA1","High","MC",192.17,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",99.8287671232877,70.2354801256978,"lower","N"
"1292","Q_limit","SAS","Adult","Velocity","LA1","High","MC",2394.09,"m","Q >= limit[1] & Q <= limit[2]","Annual","Concrete",99.8287671232877,70.2354801256978,"Upper","N"
"1293","Q_limit","SAS","Juvenile","Depth","LA1","Low","MC",62.58,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",100,96.4389112498031,"lower","N"
"1294","Q_limit","SAS","Juvenile","Depth","LA1","Low","MC",53690.66,"cm","Q >= limit[1] & Q <= limit[2]","critical","Concrete",100,96.4389112498031,"Upper","N"
"1295","Q_limit","SAS","Adult","Depth","LA11","Low","LOB",175.22,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",14.5907067016783,2.61371565854335,"lower","N"
"1296","Q_limit","SAS","Adult","Depth","LA11","Low","MC",24.51,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",100,74.7434041019309,"lower","N"
"1297","Q_limit","SAS","Adult","Depth","LA11","Low","ROB",418.55,"cm","Q >= limit[1] & Q <= limit[2]","Annual","Soft",7.64927503139628,1.43071799991568,"lower","N"
