"","Type","Species.x","Life_Stage.x","Hydraulic.x","Node.x","ProbabilityThreshold","Position","Limits","Hydraulic.y","Unit","Species.y","Life_Stage.y","Node.y","Q_Calculation"
"884","Q_limit","SAS","Juvenile","Depth","F37BLow","High","ROB",96.8,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"885","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Low","LOB",0,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx1a[1] & Q <= newx1a[2]"
"886","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Low","MC",0,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx1a[1] & Q <= newx1a[2]"
"887","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Low","ROB",0,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx1a[1] & Q <= newx1a[2]"
"888","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Low","LOB",521.73,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx1a[1] & Q <= newx1a[2]"
"889","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Low","MC",552.61,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx1a[1] & Q <= newx1a[2]"
"890","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Low","ROB",576.9,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx1a[1] & Q <= newx1a[2]"
"891","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Medium","LOB",19.27,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx2a[1] & Q <= newx2a[2]"
"892","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Medium","MC",19.27,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx2a[1] & Q <= newx2a[2]"
"893","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Medium","ROB",19.27,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx2a[1] & Q <= newx2a[2]"
"894","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Medium","LOB",53.83,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx2a[1] & Q <= newx2a[2]"
"895","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Medium","MC",53.83,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx2a[1] & Q <= newx2a[2]"
"896","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","Medium","ROB",53.83,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx2a[1] & Q <= newx2a[2]"
"897","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","High","LOB",25.46,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"898","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","High","MC",25.45,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"899","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","High","ROB",25.45,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"900","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","High","LOB",47.65,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"901","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","High","MC",47.65,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"902","Hydraulic_limit","SAS","Juvenile","Depth","F37BLow","High","ROB",47.65,"depth","cm","SAS","Juvenile","F37BLow","Q >= newx3a[1] & Q <= newx3a[2]"
"903","Q_limit","SAS","Adult","Depth","F45B","Low","MC",16.07,"depth","cm","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"904","Q_limit","SAS","Adult","Depth","F45B","Low","MC",27365.46,"depth","cm","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"905","Q_limit","SAS","Adult","Depth","F45B","Medium","MC",378.14,"depth","cm","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"906","Q_limit","SAS","Adult","Depth","F45B","Medium","MC",999.9,"depth","cm","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"907","Q_limit","SAS","Adult","Depth","F45B","High","MC",576.75,"depth","cm","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"908","Q_limit","SAS","Adult","Depth","F45B","High","MC",985.33,"depth","cm","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"909","Hydraulic_limit","SAS","Adult","Depth","F45B","Low","MC",0,"depth","cm","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"910","Hydraulic_limit","SAS","Adult","Depth","F45B","Low","MC",449.37,"depth","cm","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"911","Hydraulic_limit","SAS","Adult","Depth","F45B","Medium","MC",23.17,"depth","cm","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"912","Hydraulic_limit","SAS","Adult","Depth","F45B","Medium","MC",85.36,"depth","cm","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"913","Hydraulic_limit","SAS","Adult","Depth","F45B","High","MC",30.76,"depth","cm","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"914","Hydraulic_limit","SAS","Adult","Depth","F45B","High","MC",63.63,"depth","cm","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"915","Q_limit","SAS","Adult","Velocity","F45B","Low","MC",15.95,"vel","m","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"916","Q_limit","SAS","Adult","Velocity","F45B","Low","MC",1948.14,"vel","m","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"917","Q_limit","SAS","Adult","Velocity","F45B","Medium","MC",15.99,"vel","m","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"918","Q_limit","SAS","Adult","Velocity","F45B","Medium","MC",1445.05,"vel","m","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"919","Q_limit","SAS","Adult","Velocity","F45B","High","MC",16.03,"vel","m","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"920","Q_limit","SAS","Adult","Velocity","F45B","High","MC",1074.14,"vel","m","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"921","Hydraulic_limit","SAS","Adult","Velocity","F45B","Low","MC",0.06,"vel","m","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"922","Hydraulic_limit","SAS","Adult","Velocity","F45B","Low","MC",1.13,"vel","m","SAS","Adult","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"923","Hydraulic_limit","SAS","Adult","Velocity","F45B","Medium","MC",0.22,"vel","m","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"924","Hydraulic_limit","SAS","Adult","Velocity","F45B","Medium","MC",0.98,"vel","m","SAS","Adult","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"925","Hydraulic_limit","SAS","Adult","Velocity","F45B","High","MC",0.38,"vel","m","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"926","Hydraulic_limit","SAS","Adult","Velocity","F45B","High","MC",0.85,"vel","m","SAS","Adult","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"927","Q_limit","SAS","Juvenile","Depth","F45B","Low","MC",16.07,"depth","cm","SAS","Juvenile","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"928","Q_limit","SAS","Juvenile","Depth","F45B","Low","MC",27365.46,"depth","cm","SAS","Juvenile","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"929","Q_limit","SAS","Juvenile","Depth","F45B","Medium","MC",288.63,"depth","cm","SAS","Juvenile","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"930","Q_limit","SAS","Juvenile","Depth","F45B","Medium","MC",998.26,"depth","cm","SAS","Juvenile","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"931","Q_limit","SAS","Juvenile","Depth","F45B","High","MC",434.26,"depth","cm","SAS","Juvenile","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"932","Q_limit","SAS","Juvenile","Depth","F45B","High","MC",982.05,"depth","cm","SAS","Juvenile","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"933","Hydraulic_limit","SAS","Juvenile","Depth","F45B","Low","MC",0,"depth","cm","SAS","Juvenile","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"934","Hydraulic_limit","SAS","Juvenile","Depth","F45B","Low","MC",449.37,"depth","cm","SAS","Juvenile","F45B","Q >= newx1a[1] & Q <= newx1a[2]"
"935","Hydraulic_limit","SAS","Juvenile","Depth","F45B","Medium","MC",19.27,"depth","cm","SAS","Juvenile","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"936","Hydraulic_limit","SAS","Juvenile","Depth","F45B","Medium","MC",82.91,"depth","cm","SAS","Juvenile","F45B","Q >= newx2a[1] & Q <= newx2a[2]"
"937","Hydraulic_limit","SAS","Juvenile","Depth","F45B","High","MC",25.45,"depth","cm","SAS","Juvenile","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"938","Hydraulic_limit","SAS","Juvenile","Depth","F45B","High","MC",58.73,"depth","cm","SAS","Juvenile","F45B","Q >= newx3a[1] & Q <= newx3a[2]"
"939","Q_limit","SAS","Adult","Depth","F57C","Low","LOB",26.23,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"940","Q_limit","SAS","Adult","Depth","F57C","Low","MC",26.23,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"941","Q_limit","SAS","Adult","Depth","F57C","Low","ROB",641.78,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"942","Q_limit","SAS","Adult","Depth","F57C","Low","LOB",41750.17,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"943","Q_limit","SAS","Adult","Depth","F57C","Low","MC",41750.17,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"944","Q_limit","SAS","Adult","Depth","F57C","Low","ROB",41750.17,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"945","Q_limit","SAS","Adult","Depth","F57C","Medium","LOB",355.61,"depth","cm","SAS","Adult","F57C","Q >= min_limit & Q <= newx2a"
"946","Q_limit","SAS","Adult","Depth","F57C","Medium","MC",65,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"947","Q_limit","SAS","Adult","Depth","F57C","Medium","ROB",1000.06,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"948","Q_limit","SAS","Adult","Depth","F57C","Medium","MC",658.38,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"949","Q_limit","SAS","Adult","Depth","F57C","Medium","ROB",2756.13,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"950","Q_limit","SAS","Adult","Depth","F57C","High","LOB",34.32,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"951","Q_limit","SAS","Adult","Depth","F57C","High","MC",114.4,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"952","Q_limit","SAS","Adult","Depth","F57C","High","ROB",1000.67,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"953","Q_limit","SAS","Adult","Depth","F57C","High","LOB",243.87,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"954","Q_limit","SAS","Adult","Depth","F57C","High","MC",485.89,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"955","Q_limit","SAS","Adult","Depth","F57C","High","ROB",2215.05,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"956","Hydraulic_limit","SAS","Adult","Depth","F57C","Low","LOB",28.21,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"957","Hydraulic_limit","SAS","Adult","Depth","F57C","Low","MC",13.58,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"958","Hydraulic_limit","SAS","Adult","Depth","F57C","Low","ROB",0,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"959","Hydraulic_limit","SAS","Adult","Depth","F57C","Low","LOB",490.48,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"960","Hydraulic_limit","SAS","Adult","Depth","F57C","Low","MC",475.85,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"961","Hydraulic_limit","SAS","Adult","Depth","F57C","Low","ROB",413.98,"depth","cm","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"962","Hydraulic_limit","SAS","Adult","Depth","F57C","Medium","LOB",65.64,"depth","cm","SAS","Adult","F57C","Q >= min_limit & Q <= newx2a"
"963","Hydraulic_limit","SAS","Adult","Depth","F57C","Medium","MC",23.17,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"964","Hydraulic_limit","SAS","Adult","Depth","F57C","Medium","ROB",23.26,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"965","Hydraulic_limit","SAS","Adult","Depth","F57C","Medium","MC",65.64,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"966","Hydraulic_limit","SAS","Adult","Depth","F57C","Medium","ROB",65.64,"depth","cm","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"967","Hydraulic_limit","SAS","Adult","Depth","F57C","High","LOB",30.76,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"968","Hydraulic_limit","SAS","Adult","Depth","F57C","High","MC",30.76,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"969","Hydraulic_limit","SAS","Adult","Depth","F57C","High","ROB",31.97,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"970","Hydraulic_limit","SAS","Adult","Depth","F57C","High","LOB",58.04,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"971","Hydraulic_limit","SAS","Adult","Depth","F57C","High","MC",58.04,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"972","Hydraulic_limit","SAS","Adult","Depth","F57C","High","ROB",58.04,"depth","cm","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"973","Q_limit","SAS","Adult","Velocity","F57C","Low","LOB",456.95,"vel","m","SAS","Adult","F57C","Q <= newx1a[1] & Q >= newx1a[2]"
"974","Q_limit","SAS","Adult","Velocity","F57C","Low","MC",2706.41,"vel","m","SAS","Adult","F57C","Q >= min_limit & Q <= newx1a"
"975","Q_limit","SAS","Adult","Velocity","F57C","Low","ROB",688.67,"vel","m","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"976","Q_limit","SAS","Adult","Velocity","F57C","Low","LOB",1480.21,"vel","m","SAS","Adult","F57C","Q <= newx1a[1] & Q >= newx1a[2]"
"977","Q_limit","SAS","Adult","Velocity","F57C","Low","ROB",10330.36,"vel","m","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"978","Q_limit","SAS","Adult","Velocity","F57C","Medium","LOB",188.15,"vel","m","SAS","Adult","F57C","Q <= newx2a[1] & Q >= newx2a[2]"
"979","Q_limit","SAS","Adult","Velocity","F57C","Medium","MC",103.56,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"980","Q_limit","SAS","Adult","Velocity","F57C","Medium","ROB",1346.72,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"981","Q_limit","SAS","Adult","Velocity","F57C","Medium","LOB",1217.82,"vel","m","SAS","Adult","F57C","Q <= newx2a[1] & Q >= newx2a[2]"
"982","Q_limit","SAS","Adult","Velocity","F57C","Medium","MC",1950.16,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"983","Q_limit","SAS","Adult","Velocity","F57C","Medium","ROB",8070.3,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"984","Q_limit","SAS","Adult","Velocity","F57C","High","LOB",105.17,"vel","m","SAS","Adult","F57C","Q <= newx3a[1] & Q >= newx3a[2]"
"985","Q_limit","SAS","Adult","Velocity","F57C","High","MC",251.59,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"986","Q_limit","SAS","Adult","Velocity","F57C","High","ROB",2096.75,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"987","Q_limit","SAS","Adult","Velocity","F57C","High","LOB",1019.69,"vel","m","SAS","Adult","F57C","Q <= newx3a[1] & Q >= newx3a[2]"
"988","Q_limit","SAS","Adult","Velocity","F57C","High","MC",1417.64,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"989","Q_limit","SAS","Adult","Velocity","F57C","High","ROB",6383.56,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"990","Hydraulic_limit","SAS","Adult","Velocity","F57C","Low","LOB",1.13,"vel","m","SAS","Adult","F57C","Q <= newx1a[1] & Q >= newx1a[2]"
"991","Hydraulic_limit","SAS","Adult","Velocity","F57C","Low","MC",1.13,"vel","m","SAS","Adult","F57C","Q >= min_limit & Q <= newx1a"
"992","Hydraulic_limit","SAS","Adult","Velocity","F57C","Low","ROB",0.09,"vel","m","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"993","Hydraulic_limit","SAS","Adult","Velocity","F57C","Low","LOB",1.13,"vel","m","SAS","Adult","F57C","Q <= newx1a[1] & Q >= newx1a[2]"
"994","Hydraulic_limit","SAS","Adult","Velocity","F57C","Low","ROB",1.13,"vel","m","SAS","Adult","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"995","Hydraulic_limit","SAS","Adult","Velocity","F57C","Medium","LOB",0.98,"vel","m","SAS","Adult","F57C","Q <= newx2a[1] & Q >= newx2a[2]"
"996","Hydraulic_limit","SAS","Adult","Velocity","F57C","Medium","MC",0.24,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"997","Hydraulic_limit","SAS","Adult","Velocity","F57C","Medium","ROB",0.24,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"998","Hydraulic_limit","SAS","Adult","Velocity","F57C","Medium","LOB",0.98,"vel","m","SAS","Adult","F57C","Q <= newx2a[1] & Q >= newx2a[2]"
"999","Hydraulic_limit","SAS","Adult","Velocity","F57C","Medium","MC",0.98,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1000","Hydraulic_limit","SAS","Adult","Velocity","F57C","Medium","ROB",0.98,"vel","m","SAS","Adult","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1001","Hydraulic_limit","SAS","Adult","Velocity","F57C","High","LOB",0.85,"vel","m","SAS","Adult","F57C","Q <= newx3a[1] & Q >= newx3a[2]"
"1002","Hydraulic_limit","SAS","Adult","Velocity","F57C","High","MC",0.38,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1003","Hydraulic_limit","SAS","Adult","Velocity","F57C","High","ROB",0.38,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1004","Hydraulic_limit","SAS","Adult","Velocity","F57C","High","LOB",0.85,"vel","m","SAS","Adult","F57C","Q <= newx3a[1] & Q >= newx3a[2]"
"1005","Hydraulic_limit","SAS","Adult","Velocity","F57C","High","MC",0.85,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1006","Hydraulic_limit","SAS","Adult","Velocity","F57C","High","ROB",0.85,"vel","m","SAS","Adult","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1007","Q_limit","SAS","Juvenile","Depth","F57C","Low","LOB",26.23,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1008","Q_limit","SAS","Juvenile","Depth","F57C","Low","MC",26.23,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1009","Q_limit","SAS","Juvenile","Depth","F57C","Low","ROB",641.78,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1010","Q_limit","SAS","Juvenile","Depth","F57C","Low","LOB",41750.17,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1011","Q_limit","SAS","Juvenile","Depth","F57C","Low","MC",41750.17,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1012","Q_limit","SAS","Juvenile","Depth","F57C","Low","ROB",41750.17,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1013","Q_limit","SAS","Juvenile","Depth","F57C","Medium","LOB",193.42,"depth","cm","SAS","Juvenile","F57C","Q >= min_limit & Q <= newx2a"
"1014","Q_limit","SAS","Juvenile","Depth","F57C","Medium","MC",46.4,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1015","Q_limit","SAS","Juvenile","Depth","F57C","Medium","ROB",999.89,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1016","Q_limit","SAS","Juvenile","Depth","F57C","Medium","MC",404.65,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1017","Q_limit","SAS","Juvenile","Depth","F57C","Medium","ROB",1926.01,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1018","Q_limit","SAS","Juvenile","Depth","F57C","High","LOB",132.89,"depth","cm","SAS","Juvenile","F57C","Q >= min_limit & Q <= newx3a"
"1019","Q_limit","SAS","Juvenile","Depth","F57C","High","MC",77.9,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1020","Q_limit","SAS","Juvenile","Depth","F57C","High","ROB",1000.55,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1021","Q_limit","SAS","Juvenile","Depth","F57C","High","MC",302.8,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1022","Q_limit","SAS","Juvenile","Depth","F57C","High","ROB",1519.45,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1023","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Low","LOB",28.21,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1024","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Low","MC",13.58,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1025","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Low","ROB",0,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1026","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Low","LOB",490.48,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1027","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Low","MC",475.85,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1028","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Low","ROB",413.98,"depth","cm","SAS","Juvenile","F57C","Q >= newx1a[1] & Q <= newx1a[2]"
"1029","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Medium","LOB",53.83,"depth","cm","SAS","Juvenile","F57C","Q >= min_limit & Q <= newx2a"
"1030","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Medium","MC",19.27,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1031","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Medium","ROB",20.88,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1032","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Medium","MC",53.83,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1033","Hydraulic_limit","SAS","Juvenile","Depth","F57C","Medium","ROB",53.83,"depth","cm","SAS","Juvenile","F57C","Q >= newx2a[1] & Q <= newx2a[2]"
"1034","Hydraulic_limit","SAS","Juvenile","Depth","F57C","High","LOB",47.65,"depth","cm","SAS","Juvenile","F57C","Q >= min_limit & Q <= newx3a"
"1035","Hydraulic_limit","SAS","Juvenile","Depth","F57C","High","MC",25.45,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1036","Hydraulic_limit","SAS","Juvenile","Depth","F57C","High","ROB",30.36,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1037","Hydraulic_limit","SAS","Juvenile","Depth","F57C","High","MC",47.65,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1038","Hydraulic_limit","SAS","Juvenile","Depth","F57C","High","ROB",47.65,"depth","cm","SAS","Juvenile","F57C","Q >= newx3a[1] & Q <= newx3a[2]"
"1039","Q_limit","SAS","Adult","Depth","GLEN","Low","LOB",22.98,"depth","cm","SAS","Adult","GLEN","Q >= newx1a[1] & Q <= newx1a[2]"
"1040","Q_limit","SAS","Adult","Depth","GLEN","Low","MC",197.82,"depth","cm","SAS","Adult","GLEN","Q >= newx1a[1] & Q <= newx1a[2]"
"1041","Q_limit","SAS","Adult","Depth","GLEN","Low","ROB",22.98,"depth","cm","SAS","Adult","GLEN","Q >= newx1a[1] & Q <= newx1a[2]"
"1042","Q_limit","SAS","Adult","Depth","GLEN","Low","LOB",40590.86,"depth","cm","SAS","Adult","GLEN","Q >= newx1a[1] & Q <= newx1a[2]"
"1043","Q_limit","SAS","Adult","Depth","GLEN","Low","MC",40590.86,"depth","cm","SAS","Adult","GLEN","Q >= newx1a[1] & Q <= newx1a[2]"
"1044","Q_limit","SAS","Adult","Depth","GLEN","Low","ROB",40590.86,"depth","cm","SAS","Adult","GLEN","Q >= newx1a[1] & Q <= newx1a[2]"
"1045","Q_limit","SAS","Adult","Depth","GLEN","Medium","LOB",23.48,"depth","cm","SAS","Adult","GLEN","Q >= newx2a[1] & Q <= newx2a[2]"
"1046","Q_limit","SAS","Adult","Depth","GLEN","Medium","MC",524.63,"depth","cm","SAS","Adult","GLEN","Q >= newx2a[1] & Q <= newx2a[2]"
"1047","Q_limit","SAS","Adult","Depth","GLEN","Medium","ROB",176.26,"depth","cm","SAS","Adult","GLEN","Q >= newx2a[1] & Q <= newx2a[2]"
"1048","Q_limit","SAS","Adult","Depth","GLEN","Medium","LOB",516.61,"depth","cm","SAS","Adult","GLEN","Q >= newx2a[1] & Q <= newx2a[2]"
