Type,Species,Life_Stage,Hydraulic,Node,ProbabilityThreshold,Position,Limits,Unit,Q_Calculation,TimePeriod,bottom_type,MaxPercentage,MeanPercentage
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Low,MC,0,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,7.77486014385204,1.71730443966855
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Low,ROB,0,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,30.905354492522,9.79577643271184
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Low,LOB,521.73,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,1.64402329032995,0.305314334076275
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Low,MC,552.61,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,7.77486014385204,1.71730443966855
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Low,ROB,576.9,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,30.905354492522,9.79577643271184
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Medium,LOB,23.17,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,1.64402329032995,0.305314334076275
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Medium,MC,23.17,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,7.77486014385204,1.71730443966855
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Medium,ROB,23.17,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,30.905354492522,9.79577643271184
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Medium,LOB,65.64,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,1.64402329032995,0.305314334076275
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Medium,MC,65.64,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,7.77486014385204,1.71730443966855
Hydraulic_limit,SAS,Adult,Depth,F37BLow,Medium,ROB,65.64,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,30.905354492522,9.79577643271184
Hydraulic_limit,SAS,Adult,Depth,F37BLow,High,LOB,30.76,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,1.64402329032995,0.305314334076275
Hydraulic_limit,SAS,Adult,Depth,F37BLow,High,MC,30.76,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,7.77486014385204,1.71730443966855
Hydraulic_limit,SAS,Adult,Depth,F37BLow,High,ROB,30.76,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,30.905354492522,9.79577643271184
Hydraulic_limit,SAS,Adult,Depth,F37BLow,High,LOB,58.04,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,1.64402329032995,0.305314334076275
Hydraulic_limit,SAS,Adult,Depth,F37BLow,High,MC,58.04,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,7.77486014385204,1.71730443966855
Hydraulic_limit,SAS,Adult,Depth,F37BLow,High,ROB,58.04,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,30.905354492522,9.79577643271184
Q_limit,SAS,Adult,Velocity,F37BLow,Low,LOB,123.06,m,Q >= newx1a,Annual,Soft,1.64402329032995,0.467246000483803
Q_limit,SAS,Adult,Velocity,F37BLow,Low,MC,7.79,m,Q >= newx1a,Annual,Soft,7.77486014385204,4.61462637829286
Q_limit,SAS,Adult,Velocity,F37BLow,Low,ROB,2.99,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,10.4680365296804,4.21413748632665
Q_limit,SAS,Adult,Velocity,F37BLow,Low,ROB,310.93,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,10.4680365296804,4.21413748632665
Q_limit,SAS,Adult,Velocity,F37BLow,Medium,LOB,123.28,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,1.64402329032995,0.467246000483803
Q_limit,SAS,Adult,Velocity,F37BLow,Medium,MC,7.8,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,7.77486014385204,4.61462637829286
Q_limit,SAS,Adult,Velocity,F37BLow,Medium,ROB,13.53,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,10.4680365296804,4.21413748632665
Q_limit,SAS,Adult,Velocity,F37BLow,Medium,LOB,1393.19,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,1.64402329032995,0.467246000483803
Q_limit,SAS,Adult,Velocity,F37BLow,Medium,MC,964.09,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,7.77486014385204,4.61462637829286
Q_limit,SAS,Adult,Velocity,F37BLow,Medium,ROB,1489.84,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,10.4680365296804,4.21413748632665
Q_limit,SAS,Adult,Velocity,F37BLow,High,LOB,2605.3,m,Q >= newx3a,Annual,Soft,1.64402329032995,0.467246000483803
Q_limit,SAS,Adult,Velocity,F37BLow,High,MC,7.8,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,7.77486014385204,4.61462637829286
Q_limit,SAS,Adult,Velocity,F37BLow,High,ROB,25.62,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,10.4680365296804,4.21413748632665
Q_limit,SAS,Adult,Velocity,F37BLow,High,MC,1814.6,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,7.77486014385204,4.61462637829286
Q_limit,SAS,Adult,Velocity,F37BLow,High,ROB,2813.88,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,10.4680365296804,4.21413748632665
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Low,LOB,0.09,m,Q >= newx1a,Annual,Soft,1.64402329032995,0.467246000483803
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Low,MC,0.09,m,Q >= newx1a,Annual,Soft,7.77486014385204,4.61462637829286
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Low,ROB,0.09,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,10.4680365296804,4.21413748632665
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Low,ROB,0.09,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,10.4680365296804,4.21413748632665
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Medium,LOB,0.24,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,1.64402329032995,0.467246000483803
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Medium,MC,0.24,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,7.77486014385204,4.61462637829286
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Medium,ROB,0.24,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,10.4680365296804,4.21413748632665
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Medium,LOB,0.24,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,1.64402329032995,0.467246000483803
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Medium,MC,0.24,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,7.77486014385204,4.61462637829286
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,Medium,ROB,0.24,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,10.4680365296804,4.21413748632665
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,High,LOB,0.38,m,Q >= newx3a,Annual,Soft,1.64402329032995,0.467246000483803
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,High,MC,0.38,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,7.77486014385204,4.61462637829286
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,High,ROB,0.38,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,10.4680365296804,4.21413748632665
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,High,MC,0.38,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,7.77486014385204,4.61462637829286
Hydraulic_limit,SAS,Adult,Velocity,F37BLow,High,ROB,0.38,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,10.4680365296804,4.21413748632665
Q_limit,SAS,Juvenile,Depth,F37BLow,Low,LOB,123.41,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,0.715368194632294,0.302551316940158
Q_limit,SAS,Juvenile,Depth,F37BLow,Low,MC,7.8,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.64256033372985,1.76424897203166
Q_limit,SAS,Juvenile,Depth,F37BLow,Low,ROB,0.05,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,21.1432854791663,10.6110232969946
Q_limit,SAS,Juvenile,Depth,F37BLow,Low,LOB,3369.26,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,0.715368194632294,0.302551316940158
Q_limit,SAS,Juvenile,Depth,F37BLow,Low,MC,3369.26,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.64256033372985,1.76424897203166
Q_limit,SAS,Juvenile,Depth,F37BLow,Low,ROB,3369.26,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,21.1432854791663,10.6110232969946
Q_limit,SAS,Juvenile,Depth,F37BLow,Medium,LOB,149.63,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,0.715368194632294,0.302551316940158
Q_limit,SAS,Juvenile,Depth,F37BLow,Medium,MC,80.74,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.64256033372985,1.76424897203166
Q_limit,SAS,Juvenile,Depth,F37BLow,Medium,ROB,2.96,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,21.1432854791663,10.6110232969946
Q_limit,SAS,Juvenile,Depth,F37BLow,Medium,LOB,188.39,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,0.715368194632294,0.302551316940158
Q_limit,SAS,Juvenile,Depth,F37BLow,Medium,MC,154.58,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.64256033372985,1.76424897203166
Q_limit,SAS,Juvenile,Depth,F37BLow,Medium,ROB,113.63,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,21.1432854791663,10.6110232969946
Q_limit,SAS,Juvenile,Depth,F37BLow,High,LOB,157.8,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,0.715368194632294,0.302551316940158
Q_limit,SAS,Juvenile,Depth,F37BLow,High,MC,103.15,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.64256033372985,1.76424897203166
Q_limit,SAS,Juvenile,Depth,F37BLow,High,ROB,6.27,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,21.1432854791663,10.6110232969946
Q_limit,SAS,Juvenile,Depth,F37BLow,High,LOB,182.44,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,0.715368194632294,0.302551316940158
Q_limit,SAS,Juvenile,Depth,F37BLow,High,MC,146.1,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.64256033372985,1.76424897203166
Q_limit,SAS,Juvenile,Depth,F37BLow,High,ROB,96.8,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,21.1432854791663,10.6110232969946
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Low,LOB,0,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,0.715368194632294,0.302551316940158
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Low,MC,0,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.64256033372985,1.76424897203166
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Low,ROB,0,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,21.1432854791663,10.6110232969946
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Low,LOB,521.73,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,0.715368194632294,0.302551316940158
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Low,MC,552.61,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,4.64256033372985,1.76424897203166
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Low,ROB,576.9,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Soft,21.1432854791663,10.6110232969946
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Medium,LOB,19.27,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,0.715368194632294,0.302551316940158
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Medium,MC,19.27,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.64256033372985,1.76424897203166
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Medium,ROB,19.27,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,21.1432854791663,10.6110232969946
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Medium,LOB,53.83,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,0.715368194632294,0.302551316940158
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Medium,MC,53.83,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,4.64256033372985,1.76424897203166
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,Medium,ROB,53.83,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Soft,21.1432854791663,10.6110232969946
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,High,LOB,25.46,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,0.715368194632294,0.302551316940158
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,High,MC,25.45,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.64256033372985,1.76424897203166
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,High,ROB,25.45,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,21.1432854791663,10.6110232969946
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,High,LOB,47.65,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,0.715368194632294,0.302551316940158
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,High,MC,47.65,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,4.64256033372985,1.76424897203166
Hydraulic_limit,SAS,Juvenile,Depth,F37BLow,High,ROB,47.65,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Soft,21.1432854791663,10.6110232969946
Q_limit,SAS,Adult,Depth,F45B,Low,MC,16.07,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Q_limit,SAS,Adult,Depth,F45B,Low,MC,27365.46,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Q_limit,SAS,Adult,Depth,F45B,Medium,MC,378.14,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Q_limit,SAS,Adult,Depth,F45B,Medium,MC,999.9,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Q_limit,SAS,Adult,Depth,F45B,High,MC,576.75,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Q_limit,SAS,Adult,Depth,F45B,High,MC,985.33,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Hydraulic_limit,SAS,Adult,Depth,F45B,Low,MC,0,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Hydraulic_limit,SAS,Adult,Depth,F45B,Low,MC,449.37,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Hydraulic_limit,SAS,Adult,Depth,F45B,Medium,MC,23.17,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Hydraulic_limit,SAS,Adult,Depth,F45B,Medium,MC,85.36,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Hydraulic_limit,SAS,Adult,Depth,F45B,High,MC,30.76,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Hydraulic_limit,SAS,Adult,Depth,F45B,High,MC,63.63,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,4.21232876712329,0.925686502601494
Q_limit,SAS,Adult,Velocity,F45B,Low,MC,15.95,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Q_limit,SAS,Adult,Velocity,F45B,Low,MC,1948.14,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Q_limit,SAS,Adult,Velocity,F45B,Medium,MC,15.99,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Q_limit,SAS,Adult,Velocity,F45B,Medium,MC,1445.05,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Q_limit,SAS,Adult,Velocity,F45B,High,MC,16.03,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Q_limit,SAS,Adult,Velocity,F45B,High,MC,1074.14,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Hydraulic_limit,SAS,Adult,Velocity,F45B,Low,MC,0.06,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Hydraulic_limit,SAS,Adult,Velocity,F45B,Low,MC,1.13,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Hydraulic_limit,SAS,Adult,Velocity,F45B,Medium,MC,0.22,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Hydraulic_limit,SAS,Adult,Velocity,F45B,Medium,MC,0.98,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Hydraulic_limit,SAS,Adult,Velocity,F45B,High,MC,0.38,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Hydraulic_limit,SAS,Adult,Velocity,F45B,High,MC,0.85,m,Q >= newx3a[1] & Q <= newx3a[2],Annual,Concrete,3.77959927140255,2.2559085689953
Q_limit,SAS,Juvenile,Depth,F45B,Low,MC,16.07,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Concrete,2.56326690240683,0.968490122269841
Q_limit,SAS,Juvenile,Depth,F45B,Low,MC,27365.46,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Concrete,2.56326690240683,0.968490122269841
Q_limit,SAS,Juvenile,Depth,F45B,Medium,MC,288.63,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,2.56326690240683,0.968490122269841
Q_limit,SAS,Juvenile,Depth,F45B,Medium,MC,998.26,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,2.56326690240683,0.968490122269841
Q_limit,SAS,Juvenile,Depth,F45B,High,MC,434.26,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,2.56326690240683,0.968490122269841
Q_limit,SAS,Juvenile,Depth,F45B,High,MC,982.05,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,2.56326690240683,0.968490122269841
Hydraulic_limit,SAS,Juvenile,Depth,F45B,Low,MC,0,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Concrete,2.56326690240683,0.968490122269841
Hydraulic_limit,SAS,Juvenile,Depth,F45B,Low,MC,449.37,cm,Q >= newx1a[1] & Q <= newx1a[2],critical,Concrete,2.56326690240683,0.968490122269841
Hydraulic_limit,SAS,Juvenile,Depth,F45B,Medium,MC,19.27,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,2.56326690240683,0.968490122269841
Hydraulic_limit,SAS,Juvenile,Depth,F45B,Medium,MC,82.91,cm,Q >= newx2a[1] & Q <= newx2a[2],critical,Concrete,2.56326690240683,0.968490122269841
Hydraulic_limit,SAS,Juvenile,Depth,F45B,High,MC,25.45,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,2.56326690240683,0.968490122269841
Hydraulic_limit,SAS,Juvenile,Depth,F45B,High,MC,58.73,cm,Q >= newx3a[1] & Q <= newx3a[2],critical,Concrete,2.56326690240683,0.968490122269841
Q_limit,SAS,Adult,Depth,F57C,Low,LOB,26.23,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,97.490119266282
Q_limit,SAS,Adult,Depth,F57C,Low,MC,26.23,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,70.2666878591943
Q_limit,SAS,Adult,Depth,F57C,Low,ROB,641.78,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Q_limit,SAS,Adult,Depth,F57C,Low,LOB,41750.17,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,97.490119266282
Q_limit,SAS,Adult,Depth,F57C,Low,MC,41750.17,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,70.2666878591943
Q_limit,SAS,Adult,Depth,F57C,Low,ROB,41750.17,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Q_limit,SAS,Adult,Depth,F57C,Medium,LOB,355.61,cm,Q >= min_limit & Q <= newx2a,Annual,Soft,100,97.490119266282
Q_limit,SAS,Adult,Depth,F57C,Medium,MC,65,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,100,70.2666878591943
Q_limit,SAS,Adult,Depth,F57C,Medium,ROB,1000.06,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Q_limit,SAS,Adult,Depth,F57C,Medium,MC,658.38,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,100,70.2666878591943
Q_limit,SAS,Adult,Depth,F57C,Medium,ROB,2756.13,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Q_limit,SAS,Adult,Depth,F57C,High,LOB,34.32,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,97.490119266282
Q_limit,SAS,Adult,Depth,F57C,High,MC,114.4,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,70.2666878591943
Q_limit,SAS,Adult,Depth,F57C,High,ROB,1000.67,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Q_limit,SAS,Adult,Depth,F57C,High,LOB,243.87,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,97.490119266282
Q_limit,SAS,Adult,Depth,F57C,High,MC,485.89,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,70.2666878591943
Q_limit,SAS,Adult,Depth,F57C,High,ROB,2215.05,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Hydraulic_limit,SAS,Adult,Depth,F57C,Low,LOB,28.21,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,97.490119266282
Hydraulic_limit,SAS,Adult,Depth,F57C,Low,MC,13.58,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,70.2666878591943
Hydraulic_limit,SAS,Adult,Depth,F57C,Low,ROB,0,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Hydraulic_limit,SAS,Adult,Depth,F57C,Low,LOB,490.48,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,97.490119266282
Hydraulic_limit,SAS,Adult,Depth,F57C,Low,MC,475.85,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,100,70.2666878591943
Hydraulic_limit,SAS,Adult,Depth,F57C,Low,ROB,413.98,cm,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Hydraulic_limit,SAS,Adult,Depth,F57C,Medium,LOB,65.64,cm,Q >= min_limit & Q <= newx2a,Annual,Soft,100,97.490119266282
Hydraulic_limit,SAS,Adult,Depth,F57C,Medium,MC,23.17,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,100,70.2666878591943
Hydraulic_limit,SAS,Adult,Depth,F57C,Medium,ROB,23.26,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Hydraulic_limit,SAS,Adult,Depth,F57C,Medium,MC,65.64,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,100,70.2666878591943
Hydraulic_limit,SAS,Adult,Depth,F57C,Medium,ROB,65.64,cm,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Hydraulic_limit,SAS,Adult,Depth,F57C,High,LOB,30.76,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,97.490119266282
Hydraulic_limit,SAS,Adult,Depth,F57C,High,MC,30.76,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,70.2666878591943
Hydraulic_limit,SAS,Adult,Depth,F57C,High,ROB,31.97,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Hydraulic_limit,SAS,Adult,Depth,F57C,High,LOB,58.04,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,97.490119266282
Hydraulic_limit,SAS,Adult,Depth,F57C,High,MC,58.04,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,100,70.2666878591943
Hydraulic_limit,SAS,Adult,Depth,F57C,High,ROB,58.04,cm,Q >= newx3a[1] & Q <= newx3a[2],Annual,Soft,4.68089964607832,1.2535601677072301
Q_limit,SAS,Adult,Velocity,F57C,Low,LOB,456.95,m,Q <= newx1a[1] & Q >= newx1a[2],Annual,Soft,0,0
Q_limit,SAS,Adult,Velocity,F57C,Low,MC,2706.41,m,Q >= min_limit & Q <= newx1a,Annual,Soft,99.6917808219178,45.1332789735339
Q_limit,SAS,Adult,Velocity,F57C,Low,ROB,688.67,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,4.04155725539445,1.26164939291943
Q_limit,SAS,Adult,Velocity,F57C,Low,LOB,1480.21,m,Q <= newx1a[1] & Q >= newx1a[2],Annual,Soft,0,0
Q_limit,SAS,Adult,Velocity,F57C,Low,ROB,10330.36,m,Q >= newx1a[1] & Q <= newx1a[2],Annual,Soft,4.04155725539445,1.26164939291943
Q_limit,SAS,Adult,Velocity,F57C,Medium,LOB,188.15,m,Q <= newx2a[1] & Q >= newx2a[2],Annual,Soft,0,0
Q_limit,SAS,Adult,Velocity,F57C,Medium,MC,103.56,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,99.6917808219178,45.1332789735339
Q_limit,SAS,Adult,Velocity,F57C,Medium,ROB,1346.72,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,4.04155725539445,1.26164939291943
Q_limit,SAS,Adult,Velocity,F57C,Medium,LOB,1217.82,m,Q <= newx2a[1] & Q >= newx2a[2],Annual,Soft,0,0
Q_limit,SAS,Adult,Velocity,F57C,Medium,MC,1950.16,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,99.6917808219178,45.1332789735339
Q_limit,SAS,Adult,Velocity,F57C,Medium,ROB,8070.3,m,Q >= newx2a[1] & Q <= newx2a[2],Annual,Soft,4.04155725539445,1.26164939291943
